4174.79510,
4221.43928,
4235.54257,
4252.50151,
4272.89787,
4297.22055,
4325.51572,
4367.32851,
4424.41770,
4502.26020,
4617.17210,
4791.74371,
4999.11479,
5195.62899,
5378.18550,
5557.67658,
5718.62573,
5849.56329,
5965.16391,
6063.03742,
6138.83929,
6201.47328,
6253.94340,
6273.42094,
6261.21969,
6247.59251,
6239.72550,
6212.74665,
6165.10549,
6111.07176,
6055.16096,
6004.37002,
5959.42979,
5904.23818,
5831.96755,
5748.06216,
5649.44169,
5513.64031,
5348.83413,
5197.61887,
5076.33436,
4968.76749,
4862.16899,
4771.72710,
4699.63848,
4639.55144,
4582.26466,
4527.78728,
4471.65290,
4418.19482,
4376.19952,
4339.88120,
4306.91701,
4275.78508,
4242.27160,
4208.88498,
4184.75664,
4166.97885,
4144.76864,
4113.64066,
4093.65966,
4084.08197,
4068.39478,
4047.20556,
4034.40369,
4022.27031,
4015.97026,
4009.42621,
3991.54707,
3976.29425,
3967.25826,
3957.61879,
3948.38645,
3940.98560,
3928.34858,
3920.38954,
3924.45641,
3928.83234,
3923.46997,
3916.84908,
3915.42510,
3917.07542,
3916.49423,
3913.91796,
3902.78414,
3896.02716,
3899.11406,
3898.64123,
3891.99980,
3888.88880,
3889.19088,
3886.89168,
3884.32032,
3880.05295,
3874.61369,
3873.24410,
3875.44945,
3875.03087,
3872.40818,
3869.95609,
3872.90189,
3872.66711,
3866.85471,
3862.68761,
3867.00836,
3868.53778,
3862.93981,
3859.45983,
3860.62730,
3858.16265,
3853.69174,
3854.52989,
3855.32841,
3853.88658,
3852.77829,
3857.79945,
3864.18669,
3864.80017,
3868.08497,
3888.62053,
3901.00414,
3895.86653,
3903.44469,
3924.03968,
3933.51729,
3936.66905,
3938.81674,
3937.35998,
3940.46242,
3946.01956,
3944.72120,
3935.61773,
3931.73750,
3937.81318,
3946.56891,
3944.83962,
3939.04758,
3940.36706,
3947.99362,
3949.70606,
3945.73692,
3940.06100,
3941.83624,
3948.37057,
3951.47830,
3946.08782,
3937.83610,
3937.93879,
3941.21405,
3942.41132,
3939.88672,
3939.47737,
3942.38174,
3952.49888,
3962.33939,
3966.36326,
3967.05382,
3971.41309,
3977.60303,
3984.76173,
3984.23151,
3974.85869,
3973.06882,
3984.68260,
3988.13497,
3975.96973,
3968.12722,
3969.64487,
3971.95543,
3969.81114,
3964.32953,
3960.62829,
3967.80566,
3976.03230,
3974.67297,
3964.69181,
3961.49751,
3965.08565,
3963.62633,
3961.67098,
3968.90155,
3971.10741,
3969.99727,
3980.00880,
3985.33886,
3980.20372,
3976.52942,
3977.39116,
3976.87047,
3975.13643,
3974.31297,
3976.79495,
3976.45978,
3977.77249,
3983.21362,
3985.75523,
3980.66758,
3980.47097,
3982.43100,
3982.45264,
3981.16703,
3984.33436,
3994.15286,
4000.49025,
4002.56248,
4002.88086,
4003.43705,
4003.15628,
4000.27313,
3992.67510,
3993.06674,
3998.22525,
3999.45796,
3998.02390,
4003.60880,
4010.24494,
4005.95499,
3995.13712,
3994.24012,
4002.39838,
4000.42084,
3992.28871,
3995.86859,
4000.63480,
3994.50668,
3995.17727,
4005.42650,
4013.66176,
4010.94688,
4002.89742,
3998.64584,
4003.49584,
4001.99635,
3997.25055,
4001.25605,
4006.62316,
4006.45368,
4006.45876,
4004.23213,
4000.80738,
4007.52236,
4021.06893,
4029.81583,
4033.37785,
4038.44742,
4046.47430,
4062.50605,
4075.09775,
4071.82701,
4062.61715,
4069.82761,
4084.35970,
4087.84088,
4080.95339,
4076.23197,
4076.13853,
4077.56943,
4078.81642,
4072.72328,
4064.60694,
4062.70538,
4070.93096,
4077.79580,
4082.89678,
4088.87429,
4094.74400,
4096.88234,
4098.02556,
4094.92209,
4091.69387,
4094.49541,
4101.12734,
4101.22026,
