 sampling:128, subject:ethan                                                                           , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:40, units:emotiv,,,,,,,,,
4566.666504,2932.307617,4488.205078,4757.94873,4238.974121,4191.794922,4204.102539,4233.846191,4828.205078,4510.256348,5069.230469,4222.05127,2981.025635,3885.640869
4548.205078,2933.333252,4471.281738,4752.820313,4223.589844,4194.358887,4201.025391,4233.333008,4819.487305,4505.641113,5058.974121,4204.615234,2976.410156,3876.410156
4503.07666,2904.102539,4424.615234,4736.922852,4183.589844,4189.230469,4202.563965,4231.794922,4783.07666,4457.435547,5033.846191,4154.358887,2939.487061,3861.025635
4484.102539,2900.512695,4403.589844,4733.333008,4189.230469,4182.563965,4204.615234,4232.307617,4770.769043,4457.435547,5015.897461,4125.12793,2932.307617,3865.640869
4430.769043,2857.94873,4350.256348,4713.333008,4156.922852,4175.897461,4205.12793,4233.333008,4738.461426,4428.717773,4974.871582,4072.307617,2895.384521,3847.179443
4371.794922,2811.794922,4293.846191,4687.692383,4088.205078,4170.769043,4204.615234,4233.846191,4701.538574,4357.435547,4939.486816,4014.871582,2846.153809,3823.5896
4356.410156,2818.461426,4282.05127,4684.615234,4071.281982,4169.230469,4201.025391,4234.871582,4704.102539,4336.922852,4942.05127,4000.512695,2845.640869,3824.102539
4316.410156,2800.512695,4251.794922,4674.358887,4054.358887,4166.666504,4197.436035,4232.307617,4684.615234,4312.307617,4931.281738,3973.845947,2832.820557,3813.845947
4234.358887,2726.666504,4173.846191,4641.538574,3996.410156,4155.384277,4201.025391,4231.281738,4608.205078,4224.102539,4871.794922,3895.384521,2760.512695,3779.487061
4206.153809,2709.230713,4143.589844,4629.230469,3988.717773,4150.256348,4205.12793,4232.820313,4577.94873,4203.589844,4837.435547,3863.5896,2743.076904,3773.845947
4186.666504,2705.640869,4132.820313,4622.563965,3985.128174,4151.281738,4204.102539,4233.846191,4570.769043,4209.230469,4840.512695,3853.333252,2750.256348,3772.820313
4126.666504,2662.563965,4081.53833,4599.487305,3938.461426,4141.538574,4199.487305,4232.307617,4529.743652,4150.256348,4834.358887,3798.461426,2710.769043,3750.256348
4068.717773,2630.769287,4023.5896,4578.461426,3895.384521,4131.281738,4200.512695,4232.820313,4502.05127,4104.615234,4810.256348,3739.487061,2671.794922,3728.717773
4034.358887,2623.5896,3993.845947,4570.256348,3869.230713,4132.820313,4204.615234,4233.333008,4497.435547,4096.922852,4791.281738,3714.358887,2664.102539,3727.692139
3992.820313,2591.281982,3961.025635,4555.384277,3842.05127,4129.743652,4206.153809,4232.307617,4463.07666,4050.256348,4762.05127,3667.692139,2635.897461,3717.94873
3951.794678,2558.461426,3918.461426,4537.94873,3830.769043,4117.94873,4201.025391,4233.333008,4432.307617,4004.615234,4722.05127,3604.102539,2601.025635,3697.435791
3917.94873,2552.820557,3885.640869,4526.153809,3812.307617,4114.871582,4195.897461,4232.820313,4421.538574,3990.256348,4692.307617,3573.845947,2592.307617,3689.743408
3884.615234,2543.076904,3857.435791,4513.333008,3775.897461,4118.461426,4202.05127,4230.769043,4393.333008,3964.102539,4671.281738,3556.410156,2583.5896,3691.281982
3857.435791,2525.640869,3825.640869,4501.538574,3769.743408,4116.410156,4208.717773,4230.769043,4360,3936.923096,4644.615234,3524.615234,2560.512695,3681.025635
3826.153809,2503.076904,3785.128174,4488.205078,3765.640869,4109.743652,4206.153809,4231.281738,4331.281738,3910.769043,4612.820313,3485.640869,2533.333252,3669.230713
3808.717773,2495.384521,3761.025635,4476.410156,3744.615234,4105.641113,4203.589844,4230.769043,4305.641113,3897.435791,4594.871582,3467.692139,2536.923096,3673.845947
3814.871582,2524.615234,3766.153809,4478.461426,3749.230713,4104.615234,4205.12793,4233.333008,4306.153809,3912.307617,4587.179199,3468.717773,2568.717773,3681.53833
3826.153809,2571.794922,3782.05127,4491.794922,3770.256348,4106.666504,4201.025391,4232.820313,4337.436035,3943.076904,4574.358887,3480,2605.128174,3693.845947
3808.205078,2583.5896,3772.820313,4488.717773,3761.53833,4110.256348,4199.487305,4229.743652,4345.641113,3942.563965,4551.794922,3471.794678,2613.846191,3701.53833
3783.5896,2577.435791,3749.743408,4474.871582,3753.845947,4109.230469,4205.12793,4229.743652,4324.615234,3922.563965,4538.461426,3447.692139,2606.153809,3694.871826
3769.743408,2575.897461,3726.666504,4470.769043,3750.769043,4102.563965,4207.179199,4232.307617,4305.12793,3904.102539,4529.230469,3427.179443,2600,3688.205078
3774.871582,2593.333252,3722.05127,4476.922852,3755.897461,4107.692383,4201.025391,4233.333008,4317.94873,3909.230713,4516.410156,3427.179443,2620,3695.384521
3775.384521,2615.384521,3719.487061,4478.461426,3768.205078,4114.358887,4196.922852,4234.358887,4331.794922,3917.435791,4481.538574,3429.230713,2638.974365,3693.845947
3770.256348,2642.05127,3711.281982,4477.94873,3782.05127,4110.256348,4197.436035,4232.820313,4321.538574,3916.410156,4428.717773,3430.769043,2651.794922,3699.487061
3752.820313,2642.563965,3685.640869,4465.641113,3763.076904,4106.666504,4201.025391,4231.281738,4295.897461,3900.512695,4373.846191,3409.743408,2653.333252,3702.563965
3753.845947,2652.820557,3679.487061,4456.410156,3760,4110.769043,4204.615234,4232.307617,4304.615234,3905.640869,4357.435547,3403.076904,2669.230713,3707.692139
3785.640869,2702.563965,3704.615234,4464.615234,3800,4113.846191,4204.102539,4233.333008,4335.897461,3944.615234,4375.897461,3434.871826,2718.461426,3726.153809
3794.871582,2735.384521,3707.692139,4470.769043,3814.871582,4115.384277,4204.102539,4231.281738,4334.871582,3954.871582,4380.512695,3439.487061,2750.256348,3731.281982
3761.025635,2727.179443,3676.410156,4459.487305,3791.794678,4116.410156,4205.641113,4229.743652,4317.436035,3925.640869,4371.794922,3405.640869,2740,3711.281982
3748.205078,2733.846191,3663.5896,4452.307617,3789.230713,4114.871582,4205.641113,4230.769043,4322.563965,3920,4371.281738,3392.820313,2742.05127,3713.333252
3762.05127,2756.923096,3663.5896,4454.358887,3798.974365,4113.846191,4204.102539,4231.281738,4326.153809,3932.307617,4363.589844,3383.5896,2761.53833,3726.666504
3757.435791,2760.512695,3650.769043,4455.384277,3785.640869,4112.820313,4203.07666,4231.281738,4317.436035,3925.128174,4352.307617,3366.153809,2768.717773,3717.435791
3749.743408,2772.307617,3649.743408,4456.410156,3780,4114.871582,4200.512695,4231.281738,4320,3922.05127,4358.974121,3371.281982,2789.743408,3715.384521
3747.692139,2799.487061,3649.743408,4455.897461,3796.410156,4117.436035,4196.922852,4231.794922,4323.589844,3922.563965,4361.025391,3367.692139,2813.333252,3726.666504
3740.512695,2816.410156,3638.974365,4453.846191,3806.666504,4117.94873,4197.436035,4231.281738,4323.589844,3922.563965,4351.794922,3356.410156,2818.461426,3730.769043
3717.435791,2803.5896,3614.871826,4443.589844,3793.333252,4114.358887,4204.615234,4231.794922,4309.230469,3903.5896,4338.461426,3341.025635,2806.666504,3721.53833
3702.05127,2795.384521,3588.717773,4435.384277,3784.102539,4110.769043,4207.179199,4231.794922,4289.230469,3874.358887,4320,3311.281982,2798.461426,3710.769043
3705.640869,2807.179443,3573.333252,4438.974121,3778.974365,4108.205078,4200,4233.333008,4289.230469,3862.563965,4305.641113,3297.435791,2808.205078,3708.717773
3722.05127,2832.820557,3579.487061,4448.205078,3774.358887,4108.717773,4196.410156,4230.256348,4304.615234,3877.94873,4309.743652,3318.461426,2838.974365,3716.410156
3707.692139,2843.5896,3569.743408,4443.07666,3771.794678,4108.717773,4204.102539,4225.12793,4297.436035,3877.435791,4303.07666,3303.5896,2846.666504,3717.94873
3686.153809,2851.281982,3551.794678,4436.922852,3782.563965,4108.205078,4207.179199,4227.179199,4289.743652,3876.923096,4293.333008,3273.333252,2851.281982,3721.025635
3665.128174,2847.692139,3529.230713,4430.256348,3762.05127,4108.205078,4203.07666,4233.333008,4268.717773,3867.179443,4284.102539,3259.487061,2858.974365,3719.487061
3670.769043,2871.281982,3528.717773,4429.230469,3761.025635,4110.256348,4199.487305,4231.794922,4264.102539,3869.743408,4284.102539,3272.307617,2887.179443,3725.640869
3686.666504,2909.230713,3536.923096,4431.281738,3790.769043,4112.307617,4197.436035,4227.179199,4284.615234,3887.692139,4288.205078,3291.281982,2921.53833,3733.333252
3650.769043,2895.384521,3501.025635,4418.974121,3756.923096,4107.179199,4195.384277,4228.205078,4255.897461,3854.358887,4269.230469,3261.025635,2908.205078,3722.05127
3598.974365,2867.692139,3449.743408,4401.538574,3711.794678,4101.538574,4198.974121,4226.666504,4199.487305,3798.461426,4233.333008,3203.076904,2871.281982,3704.615234
3605.128174,2887.179443,3447.179443,4399.487305,3738.461426,4101.025391,4204.102539,4223.07666,4201.538574,3804.102539,4218.974121,3198.974365,2884.615234,3709.743408
3609.743408,2896.410156,3445.640869,4392.820313,3736.923096,4098.461426,4201.025391,4227.179199,4209.230469,3817.94873,4220.512695,3210.256348,2909.743408,3712.820313
3578.461426,2886.666504,3415.384521,4379.487305,3696.923096,4096.922852,4196.922852,4233.846191,4184.615234,3789.743408,4213.333008,3184.102539,2905.128174,3703.076904
3561.53833,2902.05127,3400.512695,4378.974121,3705.128174,4100,4200.512695,4229.743652,4180.512695,3770.256348,4206.153809,3169.230713,2905.640869,3696.923096
3572.307617,2937.435791,3412.820313,4385.641113,3738.461426,4101.025391,4204.102539,4223.589844,4194.358887,3780.512695,4212.307617,3184.615234,2930.769043,3711.281982
3593.845947,2977.435791,3435.897461,4387.179199,3755.897461,4106.153809,4204.615234,4227.692383,4204.102539,3817.435791,4223.07666,3207.179443,2977.435791,3740
3606.666504,3003.5896,3444.102539,4386.666504,3764.615234,4115.384277,4205.12793,4232.820313,4211.794922,3841.53833,4220.512695,3221.53833,3011.794678,3748.717773
3602.05127,3012.307617,3434.358887,4384.615234,3760.512695,4112.307617,4200.512695,4229.230469,4217.94873,3831.281982,4207.692383,3224.615234,3022.563965,3740.512695
3594.871826,3025.640869,3420,4375.384277,3752.820313,4106.666504,4195.897461,4227.179199,4213.333008,3809.230713,4198.974121,3210.256348,3032.820557,3744.615234
3598.461426,3050.256348,3413.846191,4369.230469,3761.53833,4112.307617,4198.461426,4229.230469,4206.153809,3806.666504,4198.974121,3203.5896,3052.307617,3755.384521
3568.205078,3035.897461,3377.94873,4358.974121,3725.640869,4111.794922,4205.12793,4227.179199,4170.769043,3779.487061,4176.922852,3172.307617,3032.820557,3746.153809
3558.461426,3041.025635,3361.53833,4354.871582,3712.820313,4104.615234,4205.641113,4224.102539,4155.384277,3772.307617,4161.538574,3154.358887,3032.307617,3754.871582
3594.871826,3094.871826,3392.307617,4364.615234,3760.512695,4108.717773,4200,4226.153809,4183.589844,3809.230713,4175.384277,3185.640869,3084.102539,3781.025635
3609.230713,3131.794678,3407.179443,4368.717773,3781.025635,4114.358887,4196.410156,4228.205078,4197.94873,3824.102539,4189.743652,3210.256348,3124.102539,3788.717773
3585.128174,3135.384521,3382.05127,4357.435547,3758.974365,4112.820313,4197.436035,4226.153809,4168.205078,3805.640869,4182.563965,3193.333252,3122.05127,3784.102539
3592.820313,3159.487061,3381.025635,4357.94873,3775.897461,4114.871582,4198.461426,4224.615234,4152.820313,3820.512695,4179.487305,3199.487061,3137.94873,3802.05127
3598.974365,3170.256348,3380,4355.897461,3784.102539,4116.922852,4200,4225.12793,4152.820313,3829.743408,4166.666504,3205.128174,3154.358887,3806.666504
3564.615234,3151.281982,3347.179443,4335.384277,3749.230713,4115.897461,4200.512695,4226.153809,4143.07666,3800,4138.974121,3171.794678,3142.05127,3787.179443
3549.230713,3157.94873,3330.769043,4326.153809,3736.923096,4116.922852,4201.025391,4225.12793,4144.615234,3792.307617,4130.256348,3157.435791,3147.179443,3783.5896
3562.05127,3187.179443,3338.974365,4332.820313,3748.717773,4118.974121,4201.025391,4222.563965,4149.743652,3801.025635,4133.333008,3168.717773,3177.94873,3798.461426
3554.871826,3196.410156,3326.153809,4326.153809,3752.820313,4116.410156,4201.025391,4223.07666,4136.922852,3785.128174,4119.487305,3152.307617,3185.640869,3800.512695
3533.845947,3193.333252,3302.563965,4311.281738,3747.692139,4111.281738,4202.05127,4224.615234,4126.666504,3776.923096,4107.692383,3136.410156,3182.05127,3800.512695
3523.5896,3196.410156,3294.358887,4306.666504,3726.153809,4108.717773,4204.102539,4223.589844,4116.922852,3780.512695,4102.05127,3144.615234,3197.435791,3806.153809
3519.487061,3214.358887,3293.333252,4303.07666,3723.5896,4111.281738,4203.589844,4224.102539,4103.07666,3778.461426,4093.333252,3149.230713,3218.974365,3808.205078
3525.128174,3246.666504,3296.923096,4300,3747.179443,4114.358887,4203.07666,4228.205078,4105.641113,3781.53833,4096.922852,3154.871826,3237.94873,3813.333252
3521.53833,3253.846191,3284.615234,4295.897461,3740.512695,4110.256348,4202.563965,4227.179199,4100,3763.5896,4093.845947,3147.692139,3241.53833,3814.358887
3515.897461,3260,3270.256348,4288.717773,3729.230713,4108.717773,4198.461426,4222.05127,4088.205078,3747.179443,4083.076904,3139.487061,3247.179443,3811.794678
3525.128174,3284.102539,3274.358887,4287.179199,3744.102539,4111.281738,4201.025391,4223.589844,4091.281982,3765.128174,4088.717773,3149.743408,3270.256348,3818.461426
3544.102539,3309.230713,3285.640869,4293.846191,3764.615234,4108.717773,4201.025391,4226.666504,4106.153809,3780.512695,4103.589844,3164.615234,3297.94873,3828.205078
3526.666504,3306.153809,3262.05127,4286.666504,3755.897461,4102.563965,4194.871582,4225.12793,4098.461426,3741.025635,4089.743408,3144.615234,3290.769043,3818.461426
3508.717773,3314.871826,3249.230713,4273.846191,3746.153809,4102.563965,4195.384277,4222.563965,4090.769043,3729.230713,4078.461426,3137.94873,3295.384521,3822.05127
3515.384521,3335.384521,3258.974365,4270.769043,3745.128174,4104.102539,4200,4223.07666,4089.230713,3752.307617,4075.384521,3150.256348,3319.487061,3834.358887
3528.717773,3353.846191,3255.384521,4274.358887,3763.076904,4102.563965,4203.07666,4223.07666,4091.794678,3761.53833,4066.153809,3155.384521,3336.923096,3837.94873
3530.256348,3366.153809,3245.128174,4271.794922,3771.281982,4101.538574,4205.12793,4223.589844,4101.538574,3764.615234,4063.5896,3160.512695,3355.384521,3838.974365
3525.640869,3375.897461,3242.563965,4266.153809,3761.025635,4103.07666,4202.05127,4225.641113,4102.563965,3768.205078,4057.435791,3159.487061,3378.461426,3841.025635
3503.5896,3375.384521,3213.846191,4255.384277,3745.640869,4101.538574,4198.974121,4225.641113,4080.512695,3740,4027.179443,3130.256348,3372.307617,3830.769043
3507.179443,3396.410156,3204.615234,4252.820313,3752.307617,4099.487305,4203.07666,4222.563965,4083.5896,3729.230713,4022.05127,3133.846191,3383.5896,3842.563965
3535.897461,3434.358887,3231.794678,4260,3778.461426,4102.05127,4205.12793,4220.512695,4104.102539,3757.435791,4042.05127,3166.666504,3427.179443,3865.128174
3524.615234,3445.128174,3226.666504,4257.94873,3784.615234,4103.589844,4202.05127,4222.563965,4089.743408,3758.461426,4034.358887,3156.923096,3436.410156,3860
3500.512695,3445.128174,3203.076904,4248.717773,3766.153809,4103.07666,4198.974121,4224.615234,4068.717773,3741.025635,4015.897217,3137.435791,3430.769043,3853.333252
3503.5896,3460.512695,3202.563965,4244.615234,3755.384521,4104.615234,4195.897461,4221.025391,4061.53833,3725.640869,4010.769043,3142.563965,3442.563965,3858.974365
3504.615234,3473.845947,3203.076904,4242.563965,3765.128174,4105.641113,4196.922852,4217.94873,4054.358887,3715.384521,4007.692139,3139.487061,3449.230713,3856.923096
3504.615234,3489.230713,3207.179443,4242.05127,3788.717773,4106.666504,4201.538574,4216.922852,4061.025635,3734.871582,4013.333252,3142.05127,3468.205078,3867.179443
3534.871826,3534.871826,3230.256348,4248.717773,3818.974365,4111.794922,4204.102539,4217.436035,4082.563965,3773.333252,4025.128174,3171.281982,3521.025635,3891.794678
3549.743408,3563.5896,3231.281982,4247.179199,3816.923096,4115.897461,4202.563965,4218.974121,4086.153809,3778.461426,4017.435791,3175.897461,3548.717773,3893.845947
3552.307617,3575.897461,3233.846191,4243.07666,3811.281982,4117.94873,4198.461426,4223.589844,4094.358887,3782.05127,4017.94873,3178.461426,3564.102539,3895.384521
3554.871826,3593.845947,3241.53833,4244.102539,3828.205078,4120.512695,4196.922852,4221.025391,4091.281982,3781.53833,4018.974365,3188.717773,3581.53833,3902.05127
3556.410156,3613.333252,3238.461426,4244.102539,3849.230713,4121.025391,4197.94873,4214.871582,4073.333252,3771.281982,4006.153809,3189.230713,3590.256348,3906.153809
3558.974365,3618.974365,3232.820313,4238.461426,3843.076904,4117.94873,4203.07666,4218.461426,4063.5896,3763.5896,3999.487061,3185.128174,3597.94873,3908.717773
3562.563965,3625.640869,3233.846191,4234.358887,3838.461426,4117.94873,4206.153809,4223.07666,4053.333252,3755.384521,4000,3187.179443,3613.845947,3909.230713
3542.563965,3627.179443,3216.410156,4227.179199,3827.692139,4116.410156,4200,4220,4025.128174,3735.384521,3987.179443,3177.435791,3613.333252,3896.410156
3538.461426,3648.205078,3212.307617,4225.12793,3823.076904,4117.94873,4193.333008,4216.922852,4021.025635,3740,3983.076904,3188.205078,3627.179443,3901.53833
3548.205078,3679.487061,3218.974365,4223.07666,3841.025635,4125.641113,4196.410156,4218.461426,4033.845947,3751.281982,3988.717773,3204.615234,3650.769043,3913.845947
3550.256348,3706.666504,3225.128174,4218.974121,3880.512695,4131.794922,4200.512695,4218.461426,4048.717773,3767.179443,3989.230713,3209.743408,3671.794678,3919.487061
3554.358887,3728.205078,3234.358887,4220.512695,3897.94873,4129.230469,4198.974121,4217.94873,4056.923096,3791.794678,3987.179443,3218.974365,3701.025635,3926.153809
3552.820313,3737.435791,3226.153809,4220,3873.845947,4130.256348,4198.974121,4216.410156,4042.05127,3782.563965,3979.487061,3214.358887,3719.487061,3924.615234
3537.435791,3735.384521,3202.563965,4210.256348,3856.410156,4132.307617,4196.410156,4216.410156,4027.692139,3751.794678,3967.692139,3188.205078,3710.769043,3913.845947
3537.94873,3754.358887,3206.666504,4204.615234,3864.615234,4131.281738,4195.897461,4221.538574,4037.435791,3754.871582,3968.205078,3187.179443,3721.025635,3925.640869
3545.128174,3776.923096,3217.435791,4205.641113,3872.307617,4130.769043,4202.563965,4224.102539,4031.794678,3766.666504,3960,3197.435791,3742.563965,3938.461426
3536.410156,3777.94873,3204.102539,4200.512695,3886.153809,4127.692383,4206.153809,4217.94873,4007.692139,3757.435791,3940.512695,3187.692139,3742.05127,3932.820313
3548.717773,3801.025635,3209.743408,4200.512695,3914.871582,4123.07666,4202.05127,4215.897461,4013.845947,3768.205078,3949.230713,3201.025635,3767.179443,3941.025635
3556.923096,3823.076904,3218.461426,4200,3905.640869,4120,4198.974121,4218.974121,4013.333252,3769.230713,3963.076904,3214.358887,3795.384521,3948.205078
3537.94873,3822.563965,3203.5896,4192.820313,3887.692139,4117.436035,4197.94873,4217.94873,3996.923096,3748.717773,3953.333252,3204.615234,3793.333252,3939.487061
3521.025635,3826.153809,3188.205078,4188.205078,3898.461426,4115.384277,4197.436035,4216.410156,3989.743408,3735.384521,3940,3200.512695,3792.307617,3942.05127
3517.435791,3837.94873,3182.563965,4186.666504,3894.871582,4116.410156,4200.512695,4216.922852,3982.05127,3732.820313,3933.845947,3202.563965,3807.179443,3952.820313
3502.563965,3827.692139,3163.076904,4177.94873,3861.53833,4114.358887,4203.589844,4216.410156,3966.666504,3725.640869,3918.461426,3189.743408,3804.615234,3947.692139
3500.512695,3834.358887,3159.487061,4176.922852,3867.692139,4112.307617,4199.487305,4215.897461,3976.410156,3733.845947,3912.307617,3198.974365,3818.461426,3954.358887
3497.435791,3855.384521,3164.102539,4180.512695,3886.153809,4114.871582,4195.897461,4216.922852,3976.923096,3729.743408,3907.692139,3204.102539,3834.871582,3961.53833
3492.820313,3873.333252,3160,4178.974121,3886.666504,4115.897461,4196.922852,4216.410156,3965.640869,3720.512695,3900.512695,3194.871826,3836.410156,3959.487061
3498.461426,3887.692139,3156.923096,4172.307617,3886.153809,4117.436035,4198.461426,4213.333008,3962.563965,3726.666504,3901.025635,3197.94873,3845.128174,3964.615234
3511.794678,3906.153809,3165.128174,4169.230469,3894.358887,4124.102539,4197.436035,4213.333008,3961.53833,3737.435791,3902.563965,3207.692139,3867.179443,3977.94873
3524.102539,3928.205078,3175.897461,4172.820313,3905.640869,4129.743652,4197.94873,4217.436035,3973.845947,3751.281982,3895.897461,3214.358887,3890.256348,3985.640869
3545.128174,3958.974365,3192.820557,4174.871582,3926.666504,4129.230469,4198.974121,4216.922852,3997.94873,3766.666504,3896.923096,3236.923096,3917.94873,3995.384521
3532.307617,3962.563965,3188.205078,4160,3917.94873,4126.153809,4199.487305,4214.358887,3978.461426,3745.128174,3894.358887,3232.307617,3914.358887,3989.743408
3508.717773,3962.563965,3180.512695,4150.256348,3911.281982,4127.692383,4203.07666,4214.358887,3960,3735.384521,3891.794678,3215.384521,3913.845947,3987.179443
3541.53833,4004.615234,3212.820313,4164.615234,3956.410156,4132.820313,4206.666504,4215.897461,3991.281982,3782.05127,3909.230713,3248.717773,3968.717773,4010.256348
3580,4041.53833,3238.461426,4170.769043,3981.53833,4135.384277,4203.589844,4215.897461,4004.615234,3813.845947,3920.512695,3284.102539,4014.358887,4025.128174
3561.025635,4037.94873,3224.102539,4154.358887,3952.820313,4134.871582,4197.436035,4215.384277,3986.666504,3800,3904.615234,3277.94873,4007.692139,4015.384521
3532.820313,4031.794678,3208.205078,4143.589844,3943.076904,4132.307617,4196.410156,4216.410156,3980,3776.923096,3889.230713,3268.717773,4002.05127,4016.923096
3545.128174,4060,3222.563965,4150.256348,3976.923096,4137.436035,4197.94873,4216.410156,3984.615234,3776.923096,3887.692139,3280.512695,4024.615234,4034.871582
3552.820313,4084.615234,3227.692139,4148.717773,3993.845947,4144.102539,4198.974121,4216.922852,3987.179443,3789.743408,3880.512695,3285.128174,4035.897217,4039.487061
3541.53833,4084.102539,3218.461426,4138.461426,3983.5896,4142.563965,4197.94873,4212.307617,3990.256348,3803.076904,3874.871582,3291.794678,4043.5896,4034.358887
3522.563965,4071.281982,3201.53833,4127.692383,3958.974365,4136.410156,4196.922852,4210.256348,3971.281982,3788.717773,3865.128174,3288.717773,4044.102539,4024.615234
3516.410156,4084.102539,3197.435791,4127.692383,3951.281982,4137.436035,4196.410156,4211.794922,3967.692139,3782.563965,3854.871582,3287.692139,4051.794678,4022.563965
3524.615234,4112.307617,3211.281982,4131.794922,3966.153809,4142.05127,4196.410156,4211.281738,3995.384521,3798.974365,3863.076904,3302.563965,4075.897217,4032.307617
3537.435791,4137.436035,3228.205078,4130.769043,3991.281982,4145.12793,4197.436035,4210.256348,4007.692139,3816.410156,3876.923096,3313.846191,4100,4042.563965
3522.05127,4133.846191,3213.333252,4120.512695,3987.692139,4145.12793,4201.538574,4214.358887,3982.05127,3808.717773,3860,3294.358887,4092.307617,4036.923096
3520,4135.897461,3210.256348,4122.05127,3985.128174,4145.12793,4202.05127,4217.436035,3978.974365,3813.333252,3846.666504,3295.897461,4103.07666,4043.076904
3542.563965,4165.12793,3232.307617,4133.333008,4004.615234,4147.179199,4197.94873,4214.358887,4000,3828.205078,3857.94873,3317.435791,4136.410156,4056.923096
3543.5896,4188.205078,3235.897461,4133.333008,4007.692139,4147.179199,4195.897461,4214.871582,4001.025635,3822.563965,3863.076904,3320,4144.615234,4061.025635
3515.897461,4181.538574,3218.461426,4122.05127,3981.025635,4144.102539,4197.436035,4216.922852,3981.025635,3805.640869,3844.102539,3311.281982,4131.794922,4058.974365
3512.820313,4186.666504,3222.05127,4118.461426,3990.256348,4148.717773,4197.436035,4213.846191,3976.410156,3814.358887,3828.205078,3319.487061,4140.512695,4064.102539
3528.717773,4207.692383,3233.333252,4122.05127,4015.897217,4153.333008,4197.94873,4212.307617,3982.563965,3823.076904,3830.769043,3331.794678,4159.487305,4072.307617
3535.384521,4226.666504,3241.53833,4127.692383,4012.307617,4150.769043,4198.974121,4214.871582,3985.128174,3817.94873,3835.384521,3345.640869,4177.436035,4084.615234
3525.640869,4240.512695,3249.230713,4129.230469,4007.179443,4151.794922,4197.436035,4214.871582,3983.5896,3817.435791,3825.640869,3351.794678,4190.769043,4084.615234
3500.512695,4234.871582,3232.307617,4118.461426,4002.563965,4154.358887,4194.358887,4211.794922,3971.281982,3804.102539,3806.153809,3338.974365,4179.487305,4071.794678
3502.563965,4245.641113,3229.743408,4116.410156,4008.205078,4156.410156,4197.94873,4211.281738,3965.128174,3802.05127,3806.666504,3349.230713,4189.230469,4084.615234
3525.640869,4275.897461,3253.846191,4124.615234,4038.461426,4160,4202.563965,4211.281738,3973.845947,3825.128174,3814.871582,3372.307617,4222.563965,4099.487305
3509.743408,4268.205078,3245.128174,4117.436035,4041.53833,4158.461426,4198.974121,4210.769043,3978.461426,3826.666504,3800.512695,3356.923096,4220,4080
3474.358887,4235.897461,3217.94873,4101.025391,3998.461426,4154.358887,4196.410156,4215.897461,3972.307617,3799.487061,3782.563965,3329.230713,4198.974121,4066.153809
3498.461426,4267.179199,3246.153809,4108.717773,4011.281982,4158.461426,4198.461426,4215.384277,3983.5896,3811.281982,3802.05127,3359.487061,4236.410156,4091.281982
3532.307617,4311.794922,3276.410156,4119.487305,4051.794678,4163.07666,4198.461426,4209.743652,3994.871582,3836.923096,3826.153809,3396.923096,4282.05127,4111.794922
3528.205078,4310.256348,3268.205078,4112.820313,4045.640869,4162.05127,4200.512695,4209.230469,3985.128174,3831.281982,3822.05127,3395.384521,4284.615234,4110.769043
3503.5896,4288.205078,3249.230713,4100,4018.974365,4159.487305,4205.641113,4212.820313,3958.974365,3809.230713,3801.53833,3375.384521,4267.692383,4099.487305
3508.205078,4306.666504,3264.102539,4104.102539,4038.974365,4160,4202.563965,4213.333008,3962.563965,3823.076904,3801.025635,3396.923096,4288.717773,4104.102539
3533.845947,4344.615234,3292.307617,4113.846191,4070.769043,4163.589844,4195.897461,4211.281738,3976.923096,3838.461426,3811.794678,3434.358887,4324.615234,4113.846191
3544.102539,4363.07666,3300,4112.307617,4077.435791,4168.717773,4196.410156,4209.743652,3973.845947,3831.794678,3816.410156,3445.640869,4335.384277,4114.358887
3509.230713,4344.615234,3271.281982,4095.384521,4055.384521,4164.102539,4202.05127,4208.717773,3957.94873,3814.871582,3808.205078,3422.563965,4314.871582,4104.102539
3472.820313,4322.05127,3244.615234,4084.102539,4028.205078,4158.974121,4202.05127,4208.717773,3942.05127,3802.563965,3791.794678,3397.94873,4302.05127,4102.05127
3470.769043,4321.538574,3235.384521,4082.05127,4022.05127,4162.05127,4197.436035,4208.205078,3932.820313,3793.845947,3770.256348,3388.717773,4303.07666,4103.589844
3484.102539,4336.922852,3241.025635,4081.025635,4035.897217,4165.641113,4196.410156,4208.205078,3951.281982,3801.53833,3764.615234,3404.102539,4314.871582,4110.256348
3480.512695,4346.666504,3255.897461,4082.563965,4037.435791,4163.589844,4197.436035,4210.256348,3971.794678,3809.230713,3776.923096,3424.615234,4330.256348,4114.871582
3465.640869,4350.256348,3260,4087.692139,4030.769043,4162.05127,4200,4210.769043,3957.94873,3798.461426,3777.94873,3422.563965,4330.256348,4115.384277
3472.820313,4368.717773,3266.153809,4092.820313,4049.230713,4167.692383,4205.12793,4210.256348,3958.461426,3812.820313,3776.923096,3431.281982,4343.07666,4125.641113
