 sampling:128, subject:ethan                                                                           , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:40, units:emotiv,,,,,,,,,
3576.410156,3550.256348,3631.281982,4000,3702.563965,4175.384277,4206.666504,4201.538574,3692.820313,3651.281982,3863.5896,3468.205078,3649.230713,3463.076904
3559.487061,3534.358887,3620.512695,3992.820313,3678.974365,4171.794922,4206.666504,4197.436035,3671.794678,3622.05127,3862.563965,3452.307617,3631.794678,3455.897461
3569.230713,3545.128174,3628.205078,3991.794678,3686.666504,4168.717773,4205.641113,4192.820313,3667.692139,3620,3865.640869,3456.410156,3627.692139,3462.05127
3564.615234,3540.512695,3625.128174,3990.769043,3680.512695,4166.153809,4207.692383,4194.358887,3656.923096,3618.461426,3856.923096,3451.794678,3618.974365,3457.435791
3565.128174,3538.461426,3618.974365,3991.281982,3682.563965,4170.256348,4210.256348,4196.410156,3649.230713,3617.94873,3855.897461,3445.128174,3620,3460
3577.435791,3546.666504,3618.461426,3988.717773,3692.820313,4170.256348,4208.717773,4194.871582,3660,3629.230713,3860.512695,3448.717773,3629.743408,3461.025635
3561.53833,3533.333252,3613.333252,3983.076904,3679.487061,4166.153809,4205.12793,4195.384277,3665.640869,3623.5896,3852.307617,3443.5896,3618.461426,3445.640869
3538.461426,3518.974365,3601.53833,3980.512695,3666.153809,4168.205078,4205.641113,4197.436035,3658.974365,3601.025635,3843.076904,3429.743408,3602.05127,3436.410156
3558.461426,3543.076904,3607.179443,3981.53833,3685.640869,4171.794922,4209.230469,4197.436035,3661.025635,3603.076904,3853.845947,3440,3619.487061,3452.820313
3584.615234,3561.53833,3622.563965,3983.076904,3695.897461,4169.743652,4210.769043,4193.846191,3663.076904,3620,3862.05127,3455.897461,3639.487061,3462.05127
3582.05127,3546.666504,3621.025635,3980,3676.410156,4167.179199,4209.743652,4195.384277,3654.358887,3620,3855.897461,3453.333252,3633.333252,3449.230713
3585.128174,3547.179443,3623.076904,3976.923096,3668.717773,4165.641113,4207.692383,4194.871582,3655.897461,3624.102539,3855.897461,3460.512695,3636.923096,3442.563965
3576.923096,3547.179443,3620,3972.820313,3664.102539,4163.07666,4205.641113,4192.820313,3643.076904,3609.230713,3851.794678,3456.923096,3630.256348,3440
3567.692139,3543.076904,3611.794678,3972.307617,3662.05127,4163.07666,4204.615234,4194.871582,3630.769043,3592.820313,3846.666504,3442.563965,3618.461426,3440
3565.640869,3535.897461,3597.435791,3967.692139,3657.94873,4161.538574,4206.153809,4195.384277,3635.384521,3593.333252,3844.102539,3433.333252,3610.769043,3437.94873
3568.717773,3531.794678,3594.358887,3965.640869,3663.076904,4159.487305,4206.666504,4192.307617,3644.102539,3601.025635,3843.076904,3433.333252,3608.205078,3436.410156
3577.435791,3542.05127,3605.640869,3970.769043,3672.820313,4159.487305,4206.666504,4192.307617,3647.179443,3609.230713,3845.640869,3433.333252,3612.820313,3437.435791
3588.205078,3558.461426,3615.897461,3968.717773,3671.281982,4157.94873,4206.153809,4193.846191,3659.487061,3624.615234,3853.333252,3442.05127,3625.640869,3439.487061
3568.717773,3544.102539,3600.512695,3957.435791,3653.845947,4154.358887,4205.641113,4192.820313,3655.384521,3609.743408,3844.615234,3434.871826,3615.384521,3429.743408
3565.640869,3542.05127,3595.384521,3959.487061,3665.640869,4154.871582,4206.153809,4190.256348,3642.563965,3599.487061,3838.461426,3431.281982,3614.358887,3434.871826
3591.281982,3560,3610.256348,3965.640869,3687.692139,4153.846191,4206.153809,4190.256348,3648.717773,3620,3849.230713,3446.153809,3633.845947,3450.256348
3606.666504,3565.640869,3623.076904,3964.615234,3687.692139,4153.333008,4207.179199,4192.307617,3666.153809,3636.923096,3856.923096,3458.974365,3645.128174,3452.307617
3598.974365,3558.461426,3615.897461,3961.53833,3672.307617,4153.846191,4208.717773,4193.846191,3658.974365,3631.281982,3847.179443,3444.615234,3632.307617,3434.358887
3591.794678,3556.410156,3603.5896,3957.94873,3661.025635,4152.307617,4204.615234,4193.846191,3640.512695,3622.05127,3841.53833,3432.307617,3619.487061,3426.153809
3575.897461,3543.076904,3591.794678,3947.692139,3649.743408,4150.256348,4201.538574,4192.307617,3626.666504,3600,3837.94873,3421.025635,3604.615234,3425.640869
3571.281982,3538.461426,3592.820313,3947.692139,3661.025635,4152.307617,4205.12793,4192.307617,3633.845947,3598.974365,3834.871582,3413.333252,3601.025635,3425.128174
3580.512695,3541.53833,3595.897461,3951.281982,3662.563965,4149.743652,4209.230469,4193.846191,3644.615234,3618.974365,3831.281982,3413.846191,3607.179443,3422.563965
3579.487061,3536.923096,3591.794678,3947.692139,3640,4142.05127,4206.666504,4193.846191,3640,3610.256348,3826.153809,3413.333252,3605.640869,3419.487061
3581.025635,3543.5896,3596.923096,3946.153809,3650.256348,4145.641113,4203.07666,4192.820313,3641.025635,3603.076904,3825.640869,3415.384521,3607.692139,3417.94873
3583.5896,3547.692139,3598.974365,3945.640869,3664.102539,4152.820313,4202.05127,4193.333008,3640.512695,3608.205078,3828.205078,3419.487061,3604.102539,3413.333252
3577.94873,3538.974365,3594.871826,3943.076904,3645.128174,4147.179199,4203.07666,4192.307617,3629.230713,3601.025635,3828.717773,3419.487061,3595.384521,3413.846191
3578.461426,3533.333252,3594.358887,3939.487061,3640.512695,4142.563965,4206.153809,4191.281738,3626.666504,3602.563965,3825.640869,3416.410156,3591.281982,3418.461426
3602.05127,3548.717773,3607.692139,3941.53833,3666.153809,4145.641113,4208.205078,4192.820313,3647.179443,3633.333252,3831.794678,3435.897461,3608.205078,3424.615234
3617.94873,3561.025635,3620,3946.153809,3667.692139,4144.615234,4206.153809,4194.358887,3650.256348,3632.820313,3834.871582,3452.307617,3621.53833,3425.128174
3623.076904,3571.794678,3629.743408,3949.230713,3665.128174,4143.07666,4202.563965,4193.846191,3647.179443,3620,3830.769043,3451.281982,3623.076904,3425.128174
3615.384521,3566.153809,3624.102539,3941.53833,3666.153809,4143.07666,4203.07666,4192.307617,3647.179443,3617.435791,3825.128174,3440,3610.769043,3421.025635
3611.794678,3558.461426,3620.512695,3937.435791,3665.640869,4140.512695,4204.615234,4190.769043,3651.794678,3624.102539,3833.845947,3439.487061,3613.845947,3423.5896
3612.820313,3556.923096,3623.5896,3938.461426,3658.974365,4139.487305,4205.12793,4190.769043,3653.845947,3635.897461,3837.435791,3438.461426,3624.615234,3422.563965
3629.230713,3568.717773,3636.923096,3941.025635,3665.128174,4141.538574,4205.12793,4189.743652,3666.153809,3661.025635,3836.923096,3452.820313,3637.94873,3424.102539
3627.692139,3567.692139,3635.384521,3938.461426,3663.076904,4138.461426,4205.12793,4190.256348,3666.666504,3650.256348,3832.820313,3458.461426,3628.717773,3417.94873
3610.256348,3562.05127,3626.666504,3935.897461,3655.384521,4136.922852,4205.12793,4191.794922,3662.563965,3623.5896,3828.205078,3446.666504,3611.794678,3413.333252
3606.153809,3566.153809,3629.230713,3935.897461,3661.025635,4138.974121,4206.153809,4193.333008,3659.487061,3630.769043,3828.717773,3446.666504,3614.871826,3418.974365
3626.153809,3581.025635,3642.05127,3941.025635,3684.615234,4139.487305,4206.666504,4191.794922,3650.256348,3646.153809,3834.871582,3465.640869,3635.384521,3429.230713
3643.5896,3587.692139,3646.666504,3942.563965,3693.845947,4141.025391,4208.205078,4190.769043,3650.256348,3648.205078,3836.923096,3475.897461,3641.53833,3425.128174
3637.435791,3579.487061,3642.563965,3937.94873,3669.230713,4142.563965,4207.179199,4192.307617,3658.974365,3651.794678,3837.435791,3476.923096,3632.307617,3418.974365
3637.94873,3587.179443,3653.333252,3938.974365,3668.717773,4143.589844,4203.589844,4193.333008,3666.153809,3663.5896,3845.128174,3489.230713,3639.487061,3427.179443
3668.205078,3621.53833,3680,3951.794678,3722.05127,4145.12793,4204.102539,4189.743652,3682.05127,3690.256348,3856.923096,3515.384521,3662.563965,3443.5896
3687.692139,3635.384521,3690.256348,3957.435791,3748.717773,4143.589844,4207.692383,4187.692383,3695.897461,3715.897461,3861.025635,3529.743408,3675.384521,3450.769043
3673.333252,3614.871826,3676.410156,3945.640869,3717.435791,4141.025391,4207.179199,4190.769043,3689.743408,3708.717773,3851.281982,3513.333252,3666.153809,3446.666504
3683.076904,3630.769043,3687.179443,3947.692139,3723.5896,4145.641113,4203.589844,4192.820313,3697.435791,3712.820313,3848.717773,3513.845947,3677.435791,3454.358887
3711.281982,3665.128174,3709.230713,3960.512695,3752.820313,4150.256348,4203.589844,4189.230469,3710.256348,3732.307617,3863.076904,3536.410156,3704.102539,3469.230713
3716.410156,3673.333252,3713.845947,3962.05127,3754.358887,4147.179199,4206.153809,4188.717773,3714.871582,3739.487061,3872.307617,3549.743408,3718.461426,3476.410156
3712.307617,3675.897461,3713.845947,3958.974365,3753.333252,4144.102539,4207.692383,4189.743652,3722.05127,3749.743408,3868.205078,3549.230713,3722.05127,3476.410156
3727.692139,3687.179443,3726.153809,3964.615234,3757.94873,4145.641113,4207.692383,4189.743652,3730.769043,3775.384521,3874.871582,3561.025635,3734.871582,3481.53833
3721.53833,3671.281982,3717.94873,3962.05127,3739.487061,4144.615234,4207.179199,4190.769043,3720.512695,3765.128174,3874.871582,3557.435791,3729.230713,3473.845947
3715.384521,3671.794678,3717.94873,3960,3751.794678,4145.12793,4205.641113,4192.307617,3732.820313,3760.512695,3868.205078,3558.461426,3727.692139,3470.256348
3711.281982,3683.076904,3721.53833,3958.974365,3762.05127,4146.153809,4205.12793,4192.307617,3744.102539,3764.615234,3866.153809,3561.025635,3727.692139,3469.230713
3706.153809,3679.487061,3715.897461,3957.94873,3758.974365,4146.666504,4204.615234,4190.256348,3736.923096,3757.94873,3869.230713,3555.897461,3720.512695,3468.205078
3704.102539,3668.205078,3711.794678,3956.923096,3767.179443,4143.589844,4204.615234,4187.179199,3732.820313,3757.435791,3866.666504,3548.205078,3710.769043,3467.179443
3722.05127,3678.974365,3729.743408,3957.94873,3779.487061,4140.512695,4206.666504,4189.743652,3745.640869,3784.102539,3872.307617,3562.563965,3724.615234,3478.974365
3737.435791,3695.384521,3740.512695,3961.53833,3775.384521,4139.487305,4206.153809,4193.333008,3748.717773,3799.487061,3880.512695,3575.384521,3743.076904,3484.615234
3732.307617,3705.128174,3737.94873,3964.615234,3773.845947,4142.563965,4201.025391,4189.230469,3745.128174,3795.384521,3879.487061,3574.358887,3747.692139,3480.512695
3725.640869,3710.769043,3741.53833,3964.102539,3777.94873,4146.153809,4202.563965,4185.12793,3752.307617,3800,3878.974365,3582.05127,3750.256348,3481.53833
3752.307617,3730.769043,3763.5896,3969.230713,3803.5896,4147.692383,4207.179199,4188.205078,3770.256348,3826.153809,3892.307617,3609.743408,3770.256348,3497.435791
3795.384521,3765.640869,3796.410156,3985.640869,3841.025635,4151.794922,4207.692383,4189.743652,3793.845947,3866.666504,3907.179443,3642.563965,3803.5896,3514.358887
3800.512695,3773.845947,3806.153809,3990.769043,3834.871582,4154.358887,4206.153809,4189.743652,3796.923096,3874.358887,3904.102539,3651.281982,3810.769043,3512.820313
3780,3765.128174,3792.307617,3982.05127,3816.410156,4153.333008,4204.615234,4190.256348,3776.923096,3843.076904,3893.845947,3636.923096,3792.307617,3500.512695
3766.666504,3761.53833,3781.53833,3977.94873,3822.563965,4150.769043,4204.102539,4187.179199,3761.025635,3820,3891.794678,3622.05127,3774.871582,3494.358887
3772.820313,3765.128174,3790.256348,3981.025635,3831.794678,4148.717773,4205.12793,4187.692383,3770.256348,3837.94873,3900,3627.692139,3782.563965,3505.128174
3778.974365,3762.05127,3794.358887,3980,3828.717773,4147.692383,4206.153809,4190.256348,3778.461426,3848.717773,3901.53833,3631.281982,3789.743408,3510.769043
3785.640869,3764.102539,3796.410156,3979.487061,3837.94873,4148.717773,4203.07666,4186.666504,3789.230713,3853.845947,3902.563965,3635.384521,3793.845947,3508.717773
3785.128174,3762.05127,3797.435791,3977.94873,3830.256348,4149.743652,4201.025391,4185.641113,3795.897461,3860,3905.128174,3641.025635,3794.358887,3505.640869
3787.179443,3765.640869,3803.5896,3977.94873,3823.076904,4149.230469,4201.538574,4188.717773,3800.512695,3856.923096,3910.256348,3646.153809,3797.94873,3508.717773
3785.640869,3767.692139,3802.05127,3975.897217,3828.717773,4147.179199,4203.07666,4187.179199,3798.461426,3841.025635,3909.230713,3636.923096,3792.307617,3510.256348
3791.281982,3768.717773,3803.076904,3974.358887,3829.230713,4146.666504,4204.615234,4184.102539,3793.845947,3837.94873,3909.230713,3632.820313,3790.769043,3514.871826
3792.307617,3762.563965,3797.435791,3970.256348,3820,4145.641113,4206.666504,4186.666504,3779.487061,3828.717773,3904.102539,3630.256348,3788.717773,3508.205078
3789.230713,3767.692139,3795.384521,3972.307617,3831.794678,4145.641113,4203.07666,4188.205078,3783.5896,3822.05127,3904.102539,3635.897461,3792.820313,3502.563965
3784.102539,3774.871582,3802.563965,3972.307617,3836.923096,4144.615234,4195.897461,4187.179199,3795.897461,3818.974365,3909.743408,3646.666504,3798.461426,3509.743408
3785.128174,3780,3812.307617,3969.230713,3834.358887,4145.641113,4198.461426,4185.12793,3797.94873,3812.307617,3911.794678,3653.333252,3799.487061,3516.410156
3783.5896,3774.871582,3807.692139,3966.153809,3834.871582,4146.666504,4206.153809,4185.641113,3798.461426,3816.410156,3907.692139,3650.769043,3795.384521,3509.743408
3800.512695,3781.53833,3818.461426,3972.307617,3842.563965,4146.153809,4204.102539,4188.205078,3812.820313,3846.666504,3914.358887,3665.640869,3815.897461,3522.05127
3836.923096,3811.794678,3853.333252,3985.640869,3851.794678,4149.743652,4202.05127,4188.717773,3832.307617,3871.794678,3929.743408,3691.281982,3852.820313,3540
3842.563965,3823.076904,3865.128174,3986.666504,3850.256348,4151.794922,4201.538574,4185.12793,3838.461426,3867.692139,3932.307617,3693.845947,3853.333252,3531.794678
3824.615234,3810.256348,3856.410156,3981.53833,3855.384521,4148.717773,4198.461426,4184.615234,3830.256348,3852.307617,3927.179443,3687.692139,3832.307617,3525.640869
3825.640869,3808.205078,3855.384521,3983.076904,3874.358887,4146.666504,4201.538574,4186.153809,3817.435791,3834.871582,3925.128174,3684.102539,3828.205078,3535.897461
3839.487061,3817.94873,3858.974365,3985.128174,3879.487061,4149.743652,4208.205078,4184.615234,3822.563965,3836.923096,3927.179443,3683.076904,3835.897461,3538.974365
3840.512695,3814.871582,3861.53833,3984.102539,3864.615234,4149.230469,4207.179199,4186.153809,3835.897461,3846.666504,3927.179443,3688.205078,3836.923096,3534.358887
3851.794678,3823.076904,3873.845947,3987.692139,3866.666504,4148.205078,4202.563965,4189.230469,3840,3849.230713,3930.769043,3703.076904,3848.205078,3541.53833
3856.410156,3831.281982,3874.358887,3986.666504,3868.717773,4149.743652,4203.07666,4187.179199,3827.179443,3842.563965,3930.256348,3705.640869,3852.820313,3541.53833
3849.230713,3832.307617,3872.820313,3985.640869,3868.205078,4150.256348,4204.615234,4184.615234,3824.615234,3844.102539,3927.692139,3705.128174,3850.769043,3541.025635
3839.487061,3823.5896,3866.153809,3984.615234,3867.692139,4147.692383,4206.153809,4185.12793,3825.128174,3837.435791,3923.076904,3695.897461,3845.640869,3541.53833
3848.205078,3827.692139,3862.563965,3982.05127,3871.794678,4148.205078,4205.641113,4185.641113,3830.769043,3848.717773,3926.666504,3696.410156,3855.384521,3542.563965
3852.307617,3833.333252,3863.5896,3980.512695,3867.692139,4146.666504,4204.102539,4186.666504,3839.487061,3865.128174,3930.769043,3703.5896,3861.53833,3538.461426
3845.640869,3838.461426,3868.717773,3983.5896,3862.05127,4145.641113,4203.589844,4187.179199,3849.743408,3861.53833,3931.281982,3706.153809,3859.487061,3536.410156
3832.307617,3831.794678,3858.461426,3979.487061,3852.820313,4144.615234,4203.07666,4185.12793,3851.794678,3856.923096,3925.640869,3697.94873,3848.717773,3531.794678
3833.333252,3827.692139,3853.845947,3977.94873,3857.435791,4144.102539,4204.102539,4184.102539,3852.820313,3875.897461,3926.153809,3698.974365,3848.717773,3535.897461
3842.563965,3830.769043,3860,3979.487061,3861.025635,4142.563965,4205.641113,4185.641113,3845.128174,3883.076904,3929.230713,3700,3856.410156,3540.512695
3864.102539,3853.845947,3881.53833,3985.640869,3866.666504,4143.589844,4201.538574,4185.641113,3853.845947,3898.974365,3938.974365,3718.461426,3878.461426,3551.281982
3887.692139,3881.53833,3906.666504,3996.923096,3883.5896,4146.153809,4198.461426,4186.153809,3876.410156,3932.307617,3949.743408,3748.717773,3904.615234,3563.076904
3891.794678,3888.205078,3909.743408,4000,3892.820313,4147.692383,4204.615234,4187.179199,3876.923096,3934.358887,3950.769043,3750.769043,3903.5896,3563.5896
3879.487061,3877.94873,3894.358887,3990.256348,3887.692139,4148.717773,4208.717773,4186.153809,3866.666504,3917.94873,3946.666504,3733.333252,3883.5896,3555.384521
3882.05127,3877.94873,3894.871582,3988.205078,3895.897461,4148.717773,4206.153809,4187.179199,3871.794678,3918.974365,3947.692139,3735.897461,3885.128174,3559.487061
3901.53833,3891.794678,3911.794678,3995.384521,3914.871582,4147.692383,4203.589844,4187.692383,3883.076904,3928.205078,3950.256348,3752.307617,3905.128174,3565.128174
3897.94873,3889.743408,3911.281982,3994.871582,3908.205078,4146.153809,4203.07666,4185.12793,3884.615234,3924.102539,3948.717773,3749.230713,3902.563965,3555.384521
3893.845947,3891.794678,3913.333252,3997.94873,3902.563965,4147.692383,4202.05127,4185.12793,3895.897461,3926.153809,3954.871582,3751.281982,3903.5896,3558.974365
3907.179443,3909.743408,3924.102539,4004.615234,3920.512695,4152.307617,4204.615234,4187.179199,3903.5896,3933.333252,3963.076904,3766.153809,3921.025635,3571.794678
3916.923096,3920,3928.205078,4005.640869,3942.05127,4155.384277,4206.666504,4183.07666,3908.205078,3947.179443,3965.128174,3776.410156,3927.692139,3574.358887
3910.256348,3910.256348,3922.05127,4004.102539,3930.769043,4151.794922,4204.615234,4183.07666,3910.769043,3950.769043,3958.461426,3773.333252,3923.076904,3570.769043
3922.563965,3921.025635,3933.333252,4010.256348,3920.512695,4149.230469,4198.974121,4190.769043,3921.025635,3953.333252,3961.025635,3784.102539,3940,3573.845947
3923.5896,3928.205078,3934.871582,4010.256348,3925.640869,4151.281738,4197.94873,4189.743652,3923.076904,3949.230713,3961.53833,3787.692139,3939.487061,3566.666504
3916.410156,3925.640869,3930.256348,4007.179443,3937.435791,4154.358887,4203.07666,4183.589844,3916.923096,3940,3956.410156,3783.5896,3929.230713,3565.640869
3917.94873,3922.05127,3927.692139,4006.666504,3942.05127,4152.307617,4205.12793,4185.641113,3908.717773,3931.794678,3955.897461,3780,3929.230713,3574.871826
3928.205078,3927.179443,3933.845947,4006.153809,3953.333252,4150.256348,4204.102539,4187.179199,3917.94873,3947.692139,3968.205078,3787.692139,3940,3583.5896
3933.333252,3932.307617,3941.53833,4007.692139,3953.333252,4151.281738,4207.179199,4185.12793,3923.5896,3957.435791,3971.281982,3792.307617,3949.743408,3583.5896
3947.179443,3946.666504,3952.820313,4014.358887,3948.205078,4157.436035,4203.589844,4185.641113,3921.53833,3954.358887,3966.666504,3798.461426,3960,3583.5896
3945.128174,3950.769043,3951.794678,4014.358887,3954.358887,4160.512695,4195.384277,4186.153809,3923.076904,3953.333252,3962.563965,3797.435791,3951.794678,3577.435791
3940.512695,3949.743408,3955.384521,4013.845947,3969.230713,4155.897461,4199.487305,4184.615234,3927.692139,3958.974365,3963.5896,3796.410156,3948.717773,3581.53833
3952.307617,3953.845947,3961.025635,4014.871582,3964.615234,4153.333008,4207.692383,4185.641113,3924.615234,3964.615234,3965.640869,3798.461426,3960,3590.256348
3961.53833,3954.358887,3959.487061,4014.871582,3958.461426,4157.94873,4203.589844,4186.666504,3934.871582,3975.384521,3968.205078,3807.179443,3966.666504,3592.307617
3957.435791,3953.845947,3959.487061,4013.845947,3965.640869,4158.461426,4200,4184.102539,3942.05127,3977.435791,3966.666504,3813.333252,3968.717773,3587.692139
3938.974365,3947.692139,3950.769043,4009.230713,3955.897461,4153.333008,4200.512695,4182.563965,3921.025635,3949.230713,3957.94873,3798.461426,3956.410156,3578.974365
3920,3931.794678,3937.94873,4001.53833,3934.871582,4151.794922,4199.487305,4184.102539,3909.230713,3928.717773,3955.384521,3785.640869,3937.94873,3577.94873
3923.076904,3928.717773,3944.615234,4001.025635,3943.076904,4149.743652,4200.512695,4185.12793,3919.487061,3937.435791,3958.461426,3791.281982,3936.410156,3587.692139
3948.205078,3950.769043,3962.05127,4007.179443,3968.717773,4147.692383,4206.153809,4183.589844,3925.128174,3961.025635,3960,3802.563965,3952.307617,3597.435791
3937.94873,3936.923096,3945.128174,4000,3940.512695,4148.205078,4206.153809,4186.153809,3907.692139,3946.153809,3952.820313,3789.743408,3938.974365,3582.05127
3915.384521,3911.794678,3930.256348,3992.820313,3911.794678,4150.256348,4199.487305,4190.256348,3897.94873,3914.358887,3947.692139,3781.025635,3921.53833,3571.794678
3928.205078,3931.794678,3945.640869,3998.974365,3936.410156,4152.820313,4198.974121,4188.205078,3910.256348,3916.923096,3952.307617,3792.307617,3936.923096,3586.153809
3955.384521,3962.05127,3968.717773,4008.205078,3965.640869,4155.384277,4205.12793,4184.102539,3933.845947,3948.717773,3966.666504,3812.820313,3963.076904,3603.5896
3940.512695,3936.410156,3954.871582,4002.05127,3941.53833,4150.256348,4208.717773,4185.12793,3917.435791,3944.615234,3960,3803.5896,3944.615234,3590.769043
3921.53833,3913.845947,3935.897461,3993.333252,3920.512695,4146.153809,4204.102539,4187.692383,3888.717773,3921.53833,3942.563965,3784.102539,3921.025635,3576.410156
3915.384521,3911.794678,3927.179443,3990.769043,3909.743408,4146.153809,4197.94873,4185.641113,3889.230713,3908.717773,3934.871582,3775.384521,3915.897461,3573.333252
3907.692139,3900.512695,3918.974365,3990.769043,3889.743408,4141.025391,4196.410156,4184.102539,3894.871582,3901.53833,3933.333252,3773.333252,3909.230713,3571.794678
3891.281982,3879.487061,3900.512695,3982.05127,3878.974365,4137.436035,4198.461426,4186.153809,3875.384521,3884.615234,3926.666504,3753.845947,3887.692139,3564.102539
3886.153809,3871.281982,3890.256348,3972.307617,3886.153809,4140.512695,4203.07666,4185.641113,3869.230713,3880.512695,3925.128174,3741.025635,3878.974365,3569.230713
3885.640869,3867.179443,3889.230713,3972.307617,3886.153809,4138.974121,4205.12793,4183.589844,3875.384521,3882.563965,3922.05127,3740.512695,3883.076904,3573.845947
3892.820313,3876.923096,3900.512695,3977.94873,3889.230713,4136.922852,4201.025391,4184.102539,3877.94873,3892.307617,3921.53833,3746.153809,3892.820313,3573.333252
3894.871582,3883.5896,3899.487061,3973.845947,3883.076904,4139.487305,4197.436035,4185.641113,3870.769043,3891.794678,3922.563965,3744.615234,3889.743408,3569.230713
3880,3869.230713,3878.461426,3967.179443,3865.128174,4139.487305,4202.05127,4184.102539,3856.410156,3864.615234,3914.358887,3724.102539,3868.717773,3562.563965
3867.692139,3856.923096,3866.153809,3967.692139,3869.743408,4134.871582,4206.153809,4184.102539,3855.384521,3853.333252,3905.640869,3698.461426,3857.94873,3560
3857.435791,3845.128174,3857.435791,3962.563965,3867.179443,4131.281738,4204.102539,4185.641113,3856.410156,3860.512695,3900.512695,3680.512695,3850.256348,3558.974365
3858.461426,3833.845947,3853.333252,3955.897461,3838.461426,4130.769043,4200.512695,4184.615234,3846.666504,3855.384521,3898.974365,3678.461426,3845.128174,3558.974365
3868.205078,3836.923096,3860,3957.94873,3838.461426,4130.256348,4201.025391,4185.12793,3842.563965,3843.5896,3901.53833,3684.102539,3848.717773,3560
3863.5896,3841.025635,3863.5896,3959.487061,3856.410156,4127.692383,4202.563965,4186.666504,3849.743408,3839.487061,3900,3687.179443,3847.179443,3561.025635
3836.923096,3817.94873,3844.102539,3948.717773,3827.179443,4125.12793,4204.102539,4185.12793,3832.820313,3813.333252,3886.666504,3669.743408,3821.53833,3552.820313
3841.025635,3811.794678,3840,3943.5896,3806.153809,4125.641113,4204.615234,4183.07666,3821.025635,3806.153809,3885.128174,3663.5896,3820.512695,3554.871826
3842.05127,3804.615234,3835.897461,3940,3804.615234,4121.025391,4203.589844,4185.641113,3817.435791,3810.256348,3887.692139,3666.153809,3822.05127,3552.307617
3828.205078,3792.307617,3828.717773,3937.435791,3803.076904,4116.922852,4201.538574,4187.179199,3813.333252,3797.435791,3885.640869,3668.717773,3811.794678,3546.666504
3827.179443,3795.384521,3829.230713,3940,3801.53833,4117.94873,4199.487305,4185.641113,3812.820313,3785.128174,3881.53833,3668.717773,3808.717773,3547.692139
3832.820313,3808.205078,3831.281982,3942.05127,3803.5896,4120,4197.94873,4183.07666,3819.487061,3793.845947,3882.563965,3672.820313,3812.820313,3557.435791
3818.461426,3797.435791,3821.53833,3935.897461,3791.794678,4119.487305,4199.487305,4185.12793,3812.307617,3791.281982,3880,3665.640869,3801.53833,3555.384521
3827.179443,3802.05127,3829.743408,3936.923096,3804.615234,4119.487305,4203.07666,4187.179199,3815.384521,3797.94873,3882.563965,3674.871826,3808.717773,3557.435791
3855.384521,3826.666504,3848.717773,3946.153809,3825.640869,4122.563965,4204.615234,4185.12793,3829.230713,3815.897461,3891.281982,3704.102539,3835.384521,3568.717773
3866.153809,3840,3856.923096,3949.743408,3824.102539,4127.179199,4202.05127,4183.589844,3838.974365,3824.102539,3897.435791,3718.974365,3847.179443,3576.410156
3847.692139,3826.666504,3844.102539,3941.53833,3811.794678,4124.102539,4198.461426,4184.102539,3832.307617,3813.845947,3888.717773,3700.512695,3829.743408,3564.102539
3829.230713,3811.794678,3830.769043,3934.871582,3807.692139,4118.974121,4197.94873,4184.102539,3812.307617,3797.435791,3880.512695,3685.128174,3813.845947,3555.384521
3845.128174,3823.076904,3844.102539,3941.025635,3816.410156,4123.07666,4202.05127,4183.589844,3807.179443,3800.512695,3889.743408,3703.076904,3828.205078,3570.256348
3874.358887,3841.53833,3870.256348,3949.230713,3826.153809,4129.743652,4205.12793,4183.07666,3831.281982,3828.205078,3901.53833,3729.743408,3853.845947,3583.076904
3873.333252,3836.410156,3871.281982,3947.692139,3822.563965,4129.230469,4198.974121,4183.589844,3850.256348,3839.487061,3899.487061,3737.94873,3855.384521,3573.333252
3857.94873,3823.076904,3856.410156,3944.102539,3815.384521,4126.153809,4194.871582,4185.12793,3841.025635,3812.307617,3889.743408,3728.205078,3838.461426,3563.5896
3855.897461,3826.153809,3852.307617,3943.076904,3816.410156,4124.102539,4197.94873,4184.615234,3832.307617,3801.53833,3890.769043,3720,3829.743408,3568.205078
3843.5896,3815.384521,3842.05127,3935.897461,3805.128174,4121.538574,4203.07666,4184.102539,3827.179443,3806.666504,3888.717773,3709.743408,3820,3568.717773
3836.923096,3804.102539,3834.871582,3931.281982,3802.05127,4122.05127,4204.102539,4187.692383,3820.512695,3800.512695,3881.025635,3711.281982,3816.923096,3568.717773
3834.871582,3800,3826.666504,3927.179443,3793.333252,4120,4202.563965,4188.205078,3808.205078,3782.563965,3873.845947,3708.205078,3808.717773,3561.53833
3841.53833,3810.256348,3830.256348,3928.205078,3783.076904,4121.025391,4199.487305,4184.102539,3822.563965,3793.845947,3877.94873,3714.871582,3812.820313,3565.640869
3842.563965,3816.410156,3835.897461,3931.794678,3788.717773,4125.12793,4197.436035,4184.102539,3829.230713,3803.076904,3877.435791,3717.94873,3815.897461,3571.794678
