 sampling:128, subject:ERIK                                                                            , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:40, units:emotiv,,,,,,,,,
4161.538574,4213.846191,4197.436035,4196.410156,4200,4198.461426,4195.384277,4199.487305,4202.563965,4210.256348,4186.666504,4049.230713,4193.846191,4197.94873
4165.12793,4208.717773,4193.333008,4194.358887,4201.538574,4197.94873,4195.384277,4199.487305,4202.563965,4224.615234,4185.12793,4048.717773,4185.12793,4193.846191
4174.871582,4205.641113,4190.769043,4193.846191,4201.538574,4195.384277,4196.922852,4198.974121,4199.487305,4228.717773,4186.153809,4051.794678,4187.179199,4190.769043
4169.230469,4197.94873,4198.461426,4200.512695,4193.333008,4196.410156,4200,4202.563965,4194.358887,4210.256348,4190.256348,4058.461426,4191.281738,4202.05127
4168.717773,4205.641113,4201.025391,4204.615234,4191.281738,4194.871582,4196.410156,4202.05127,4196.922852,4201.025391,4188.717773,4056.923096,4190.769043,4205.641113
4186.666504,4249.230469,4181.025391,4192.307617,4207.179199,4186.666504,4186.153809,4187.692383,4213.333008,4222.05127,4175.384277,4025.128174,4191.794922,4172.820313
4156.410156,4149.230469,4219.487305,4212.307617,4189.743652,4205.12793,4210.256348,4207.179199,4186.153809,4197.94873,4205.12793,4087.692139,4188.717773,4228.717773
4159.487305,4132.307617,4241.538574,4222.05127,4179.487305,4213.846191,4220,4216.410156,4177.94873,4197.94873,4209.743652,4108.205078,4185.12793,4250.769043
4205.12793,4262.05127,4190.769043,4193.333008,4207.692383,4191.794922,4189.743652,4193.846191,4214.358887,4238.974121,4181.538574,4040.512695,4194.871582,4182.05127
4213.333008,4296.410156,4172.820313,4187.179199,4221.025391,4187.179199,4183.589844,4182.563965,4221.025391,4233.333008,4175.897461,4020,4198.974121,4159.487305
4183.07666,4223.589844,4203.07666,4202.05127,4206.153809,4201.025391,4198.974121,4198.974121,4202.563965,4212.820313,4194.871582,4064.102539,4197.436035,4206.153809
4185.12793,4228.205078,4206.153809,4200.512695,4207.179199,4201.538574,4197.94873,4203.07666,4206.666504,4231.281738,4190.256348,4059.487061,4196.410156,4206.153809
4195.897461,4273.846191,4179.487305,4188.205078,4219.487305,4189.230469,4187.692383,4194.358887,4223.589844,4254.871582,4179.487305,4032.307617,4196.922852,4180.512695
4181.538574,4216.410156,4201.025391,4201.538574,4207.179199,4196.922852,4199.487305,4202.05127,4206.153809,4221.025391,4190.256348,4060,4190.256348,4204.615234
4194.358887,4240.512695,4196.410156,4193.846191,4208.205078,4194.871582,4192.820313,4197.436035,4208.717773,4225.641113,4184.102539,4049.230713,4201.025391,4194.358887
4189.230469,4232.307617,4196.922852,4198.461426,4207.692383,4197.436035,4195.897461,4198.461426,4203.589844,4227.179199,4186.153809,4051.794678,4203.07666,4196.410156
4185.641113,4230.769043,4193.333008,4199.487305,4206.666504,4194.871582,4195.384277,4198.974121,4204.615234,4228.205078,4188.205078,4051.281982,4196.410156,4196.922852
4176.410156,4224.615234,4196.410156,4198.974121,4201.538574,4195.384277,4195.384277,4199.487305,4203.07666,4222.05127,4187.692383,4049.743408,4190.769043,4193.333008
4169.743652,4228.717773,4198.974121,4198.974121,4202.563965,4197.436035,4196.410156,4199.487305,4200.512695,4214.358887,4187.179199,4053.845947,4193.846191,4195.897461
4162.05127,4224.102539,4198.461426,4197.436035,4206.153809,4196.410156,4194.871582,4200.512695,4202.563965,4203.07666,4185.12793,4053.333252,4193.846191,4194.871582
4166.666504,4222.05127,4198.974121,4197.436035,4206.153809,4194.358887,4193.846191,4200,4206.153809,4211.281738,4188.205078,4053.845947,4193.846191,4194.358887
4169.230469,4232.307617,4195.384277,4198.974121,4206.666504,4194.358887,4196.922852,4198.974121,4209.230469,4237.436035,4190.256348,4051.281982,4192.307617,4193.333008
4165.641113,4229.230469,4197.436035,4197.436035,4205.641113,4194.871582,4196.410156,4200.512695,4209.230469,4235.384277,4189.743652,4052.307617,4189.743652,4197.436035
4164.102539,4224.615234,4196.922852,4195.384277,4205.12793,4193.846191,4191.281738,4200,4203.589844,4211.281738,4187.179199,4052.307617,4191.281738,4196.922852
4166.153809,4224.102539,4197.436035,4196.922852,4209.230469,4194.358887,4192.307617,4198.461426,4202.05127,4209.230469,4186.153809,4050.769043,4188.205078,4196.410156
4166.153809,4220.512695,4194.871582,4194.871582,4210.769043,4193.846191,4194.871582,4200.512695,4209.230469,4221.538574,4188.717773,4051.281982,4187.179199,4196.410156
4159.487305,4206.666504,4197.94873,4197.436035,4204.102539,4196.922852,4197.436035,4201.538574,4207.692383,4214.871582,4187.692383,4053.333252,4186.153809,4195.897461
4148.205078,4211.794922,4193.846191,4197.94873,4207.179199,4198.461426,4194.358887,4198.974121,4205.12793,4210.256348,4186.666504,4052.820313,4187.692383,4195.384277
4137.94873,4203.589844,4196.410156,4195.897461,4211.794922,4198.974121,4195.384277,4197.436035,4200.512695,4204.615234,4188.205078,4047.692139,4185.12793,4195.384277
4143.07666,4199.487305,4195.897461,4192.307617,4207.692383,4195.384277,4194.871582,4199.487305,4203.07666,4202.563965,4189.230469,4048.717773,4187.692383,4194.871582
4148.205078,4200.512695,4197.94873,4197.94873,4203.07666,4198.974121,4198.974121,4201.538574,4207.179199,4205.12793,4188.205078,4053.333252,4187.692383,4194.871582
4147.179199,4219.487305,4194.358887,4197.94873,4208.205078,4196.410156,4196.922852,4200,4214.358887,4229.230469,4190.256348,4053.333252,4192.820313,4198.461426
4142.563965,4219.487305,4196.410156,4198.974121,4212.307617,4193.846191,4197.436035,4197.436035,4212.307617,4235.897461,4189.743652,4048.717773,4196.922852,4196.922852
4145.641113,4233.333008,4195.384277,4198.461426,4216.410156,4192.820313,4194.871582,4197.94873,4214.871582,4230.769043,4187.692383,4051.281982,4198.974121,4196.922852
4144.102539,4229.230469,4200,4201.025391,4218.461426,4195.384277,4195.897461,4198.974121,4215.897461,4232.307617,4186.153809,4053.845947,4192.820313,4196.922852
4150.769043,4232.820313,4198.461426,4200,4225.641113,4196.922852,4195.897461,4198.974121,4220,4246.666504,4186.666504,4054.358887,4195.384277,4194.871582
4164.615234,4254.358887,4197.436035,4200,4237.436035,4200.512695,4196.922852,4199.487305,4224.102539,4245.12793,4187.179199,4050.769043,4201.538574,4193.846191
4179.487305,4275.384277,4195.897461,4200.512695,4242.05127,4200.512695,4193.846191,4199.487305,4228.717773,4241.538574,4187.692383,4048.717773,4205.12793,4196.410156
4180.512695,4260,4195.384277,4201.025391,4239.487305,4198.461426,4193.846191,4199.487305,4225.12793,4238.461426,4188.717773,4050.256348,4202.563965,4194.871582
4178.974121,4247.179199,4195.384277,4201.025391,4238.974121,4198.974121,4196.922852,4198.974121,4218.461426,4236.922852,4187.692383,4053.845947,4201.025391,4194.871582
4178.461426,4247.692383,4195.897461,4201.025391,4235.384277,4196.922852,4197.94873,4199.487305,4216.410156,4232.307617,4185.641113,4052.820313,4199.487305,4196.410156
4181.538574,4246.153809,4200,4202.563965,4232.820313,4194.358887,4197.436035,4201.025391,4220,4229.230469,4187.692383,4052.307617,4198.974121,4196.922852
4185.12793,4250.769043,4197.436035,4201.025391,4238.461426,4195.897461,4197.94873,4202.05127,4227.179199,4247.692383,4190.256348,4054.358887,4204.615234,4193.333008
4188.205078,4258.461426,4201.025391,4201.538574,4243.589844,4197.94873,4197.436035,4199.487305,4230.256348,4264.615234,4188.205078,4055.897217,4211.794922,4194.358887
4192.820313,4280,4199.487305,4201.538574,4247.692383,4196.410156,4193.846191,4198.461426,4230.769043,4266.153809,4187.692383,4052.820313,4216.922852,4195.897461
4193.333008,4282.05127,4200.512695,4202.563965,4246.666504,4199.487305,4197.436035,4199.487305,4225.641113,4252.820313,4189.230469,4052.307617,4215.384277,4193.846191
4201.025391,4280.512695,4197.94873,4198.461426,4246.666504,4198.974121,4195.384277,4199.487305,4230.769043,4254.871582,4190.256348,4055.384521,4216.922852,4192.307617
4206.666504,4269.230469,4201.025391,4201.538574,4245.12793,4197.94873,4194.871582,4200,4230.769043,4258.974121,4189.743652,4054.358887,4213.846191,4193.846191
4194.358887,4257.436035,4196.922852,4203.07666,4240.512695,4194.358887,4195.384277,4200,4221.538574,4251.281738,4186.666504,4050.256348,4209.743652,4194.358887
4173.846191,4230.256348,4197.94873,4203.589844,4231.281738,4196.410156,4198.461426,4200.512695,4208.205078,4226.153809,4184.615234,4052.820313,4203.07666,4193.333008
4177.94873,4233.333008,4194.871582,4201.025391,4231.281738,4196.410156,4194.358887,4201.025391,4211.794922,4220,4188.205078,4055.897217,4203.07666,4193.333008
4190.769043,4243.589844,4198.461426,4203.589844,4234.871582,4196.922852,4195.897461,4200,4212.820313,4235.897461,4190.769043,4050.769043,4205.641113,4194.358887
4194.871582,4249.743652,4196.922852,4200.512695,4236.410156,4195.384277,4195.384277,4199.487305,4213.846191,4251.794922,4189.230469,4050.256348,4211.281738,4194.871582
4194.871582,4245.641113,4197.94873,4198.974121,4236.410156,4197.94873,4197.436035,4200.512695,4218.461426,4245.641113,4187.179199,4054.871582,4209.743652,4194.358887
4202.05127,4257.436035,4198.974121,4195.384277,4241.025391,4196.922852,4196.410156,4200,4225.12793,4240.512695,4186.666504,4055.384521,4210.769043,4196.410156
4202.563965,4254.358887,4201.538574,4194.358887,4245.12793,4195.897461,4196.410156,4198.461426,4224.615234,4247.179199,4188.205078,4052.820313,4210.769043,4196.922852
4204.615234,4261.025391,4196.922852,4197.436035,4247.692383,4195.897461,4196.922852,4199.487305,4228.205078,4258.974121,4192.820313,4056.410156,4211.281738,4197.436035
4201.538574,4274.358887,4196.410156,4199.487305,4245.641113,4195.384277,4198.461426,4200.512695,4230.769043,4255.384277,4190.256348,4055.897217,4211.794922,4196.410156
4206.666504,4262.05127,4201.538574,4195.897461,4242.05127,4195.384277,4193.846191,4200.512695,4224.615234,4250.256348,4187.692383,4055.384521,4210.256348,4195.897461
4223.589844,4251.794922,4199.487305,4194.871582,4243.07666,4198.461426,4189.743652,4201.025391,4222.05127,4249.743652,4190.769043,4059.487061,4210.256348,4193.846191
4232.307617,4284.615234,4197.94873,4197.436035,4248.717773,4199.487305,4195.384277,4198.974121,4228.205078,4250.769043,4192.307617,4061.025635,4215.384277,4193.846191
4223.07666,4307.179199,4196.922852,4194.358887,4250.769043,4195.384277,4196.922852,4200,4234.358887,4265.641113,4192.307617,4056.923096,4224.102539,4192.820313
4212.820313,4265.641113,4202.05127,4194.871582,4244.102539,4197.94873,4193.333008,4201.025391,4229.743652,4267.692383,4191.281738,4054.871582,4217.436035,4193.333008
4201.025391,4235.897461,4199.487305,4194.871582,4236.922852,4197.94873,4192.307617,4193.333008,4221.538574,4244.102539,4185.641113,4052.820313,4202.563965,4195.897461
4183.07666,4229.230469,4201.025391,4194.871582,4234.358887,4194.871582,4199.487305,4191.794922,4211.794922,4221.538574,4184.102539,4051.794678,4196.410156,4197.94873
4184.102539,4239.487305,4195.897461,4194.358887,4238.974121,4192.307617,4197.436035,4201.025391,4215.384277,4235.897461,4191.794922,4053.845947,4205.12793,4198.461426
4189.230469,4229.743652,4198.974121,4198.461426,4241.025391,4197.94873,4195.384277,4203.07666,4216.410156,4242.563965,4191.794922,4055.384521,4202.563965,4197.94873
4186.666504,4216.410156,4196.922852,4192.820313,4240.512695,4197.94873,4192.307617,4198.461426,4217.436035,4234.871582,4186.666504,4056.410156,4198.974121,4194.358887
4180.512695,4216.410156,4196.922852,4193.846191,4238.461426,4198.974121,4196.410156,4200,4216.922852,4229.743652,4190.256348,4056.923096,4200.512695,4191.281738
4180,4242.05127,4193.333008,4196.922852,4240,4197.436035,4196.922852,4198.974121,4219.487305,4243.07666,4193.333008,4058.974365,4201.025391,4193.333008
4176.922852,4226.153809,4200.512695,4198.461426,4237.436035,4199.487305,4197.94873,4195.384277,4216.922852,4245.641113,4189.743652,4060.512695,4196.410156,4194.871582
4179.487305,4205.12793,4200.512695,4195.384277,4236.922852,4198.974121,4195.384277,4197.94873,4217.94873,4236.410156,4190.256348,4058.974365,4199.487305,4194.358887
4180.512695,4212.307617,4197.436035,4196.922852,4236.410156,4197.436035,4197.94873,4198.461426,4217.94873,4229.230469,4192.820313,4058.461426,4199.487305,4194.871582
4185.12793,4236.922852,4194.871582,4197.436035,4235.897461,4193.846191,4197.436035,4197.436035,4223.589844,4241.025391,4190.769043,4061.53833,4198.461426,4196.922852
4190.769043,4235.384277,4197.436035,4197.436035,4237.436035,4194.358887,4195.384277,4198.461426,4226.153809,4249.743652,4189.743652,4058.461426,4202.05127,4198.461426
4196.410156,4234.871582,4199.487305,4196.922852,4241.025391,4197.436035,4194.358887,4200,4227.692383,4249.743652,4191.281738,4053.333252,4205.12793,4197.94873
4197.94873,4243.589844,4198.974121,4194.871582,4240,4195.384277,4197.436035,4200.512695,4228.205078,4247.692383,4191.794922,4056.923096,4203.07666,4194.871582
4202.563965,4252.307617,4199.487305,4195.384277,4236.922852,4192.307617,4198.461426,4198.974121,4226.153809,4244.615234,4191.794922,4060.512695,4203.07666,4196.922852
4202.563965,4242.05127,4197.94873,4194.358887,4238.461426,4193.333008,4195.384277,4199.487305,4227.179199,4247.692383,4190.769043,4057.435791,4206.666504,4197.436035
4201.025391,4223.07666,4200.512695,4192.820313,4240.512695,4196.922852,4197.436035,4201.025391,4228.717773,4248.205078,4191.281738,4058.974365,4203.589844,4194.358887
4201.025391,4233.846191,4196.410156,4193.333008,4242.05127,4196.922852,4200,4196.922852,4229.230469,4243.589844,4192.307617,4060.512695,4202.05127,4194.358887
4194.871582,4239.487305,4196.410156,4197.94873,4243.07666,4197.436035,4198.974121,4193.333008,4226.153809,4234.871582,4189.743652,4060,4200.512695,4198.974121
4193.333008,4235.897461,4191.794922,4195.897461,4241.538574,4196.922852,4192.820313,4197.94873,4227.179199,4245.12793,4187.179199,4061.025635,4200.512695,4196.922852
4200.512695,4227.179199,4197.94873,4196.410156,4238.974121,4198.974121,4196.410156,4202.05127,4225.12793,4251.281738,4190.256348,4064.102539,4198.974121,4195.384277
4204.615234,4237.436035,4197.436035,4196.922852,4242.563965,4196.922852,4197.436035,4200,4226.666504,4249.743652,4191.794922,4060.512695,4203.589844,4196.922852
4195.897461,4223.589844,4198.974121,4201.025391,4242.563965,4197.436035,4197.94873,4197.436035,4224.102539,4243.589844,4189.743652,4061.025635,4202.563965,4197.94873
4192.820313,4221.538574,4192.820313,4201.025391,4238.461426,4197.436035,4194.871582,4198.461426,4222.05127,4243.589844,4190.769043,4063.076904,4201.538574,4196.922852
4196.922852,4216.922852,4198.974121,4203.07666,4234.871582,4197.94873,4197.436035,4200,4219.487305,4235.384277,4190.769043,4060.512695,4200,4198.461426
4202.05127,4214.871582,4197.94873,4199.487305,4236.922852,4194.358887,4195.897461,4199.487305,4226.153809,4235.897461,4189.230469,4057.435791,4203.07666,4200
4198.974121,4220.512695,4197.94873,4200.512695,4237.94873,4195.897461,4198.461426,4197.94873,4225.12793,4242.563965,4190.769043,4060,4205.12793,4199.487305
4197.94873,4237.94873,4196.922852,4201.025391,4238.974121,4196.922852,4198.974121,4198.461426,4218.461426,4251.281738,4191.281738,4063.5896,4203.589844,4195.897461
4200.512695,4230.256348,4200.512695,4200,4236.922852,4197.94873,4197.436035,4199.487305,4214.871582,4243.589844,4189.743652,4061.025635,4199.487305,4193.333008
4207.179199,4224.102539,4198.974121,4197.94873,4234.358887,4198.461426,4195.897461,4200.512695,4217.94873,4231.281738,4191.281738,4060,4202.563965,4194.871582
4210.769043,4229.230469,4200,4198.974121,4234.358887,4198.461426,4197.94873,4201.025391,4216.410156,4231.281738,4192.820313,4063.076904,4207.179199,4196.922852
4209.743652,4233.846191,4200.512695,4198.974121,4233.846191,4199.487305,4197.94873,4200,4216.410156,4240.512695,4190.769043,4064.615234,4206.153809,4199.487305
4203.589844,4228.717773,4195.897461,4198.461426,4230.256348,4198.974121,4197.94873,4201.025391,4221.538574,4243.589844,4189.230469,4064.102539,4206.666504,4199.487305
4200.512695,4213.333008,4195.384277,4200.512695,4227.692383,4197.94873,4200,4201.025391,4220.512695,4236.922852,4189.230469,4066.153809,4206.666504,4196.922852
4202.05127,4213.333008,4196.410156,4198.461426,4230.256348,4197.94873,4198.461426,4198.974121,4219.487305,4232.820313,4189.230469,4066.666504,4205.12793,4196.922852
4202.563965,4227.692383,4199.487305,4197.94873,4228.717773,4198.974121,4197.94873,4200,4222.563965,4229.743652,4191.794922,4063.5896,4206.153809,4201.025391
4203.589844,4233.846191,4195.384277,4198.974121,4226.153809,4195.897461,4195.897461,4202.563965,4226.153809,4241.538574,4191.794922,4062.05127,4209.743652,4200
4206.153809,4218.461426,4198.461426,4202.05127,4223.589844,4197.94873,4196.410156,4202.563965,4223.589844,4252.307617,4189.230469,4066.153809,4208.717773,4196.922852
4211.281738,4235.897461,4198.974121,4201.025391,4225.12793,4201.025391,4196.922852,4200,4227.179199,4248.717773,4190.256348,4067.692139,4209.230469,4200
4212.820313,4248.205078,4204.102539,4204.102539,4228.717773,4201.538574,4201.538574,4198.974121,4226.666504,4236.410156,4192.820313,4067.692139,4207.692383,4203.589844
4218.461426,4249.743652,4197.94873,4202.05127,4233.846191,4197.94873,4198.461426,4200,4225.641113,4248.717773,4195.384277,4066.153809,4211.281738,4200
4225.641113,4238.461426,4201.025391,4201.025391,4236.922852,4202.05127,4200,4200.512695,4225.12793,4253.846191,4195.384277,4067.179443,4213.333008,4201.538574
4227.179199,4238.974121,4198.974121,4200,4240.512695,4201.025391,4198.974121,4199.487305,4231.281738,4247.179199,4193.333008,4069.743408,4211.281738,4204.615234
4217.94873,4235.897461,4200.512695,4203.07666,4236.922852,4198.974121,4199.487305,4199.487305,4226.153809,4243.589844,4191.794922,4071.281982,4206.153809,4200.512695
4214.871582,4236.410156,4197.436035,4198.974121,4230.256348,4199.487305,4198.461426,4199.487305,4222.563965,4246.153809,4192.820313,4068.205078,4208.205078,4195.384277
4212.820313,4218.461426,4200,4200,4226.666504,4202.05127,4201.025391,4198.461426,4221.025391,4233.846191,4191.794922,4066.153809,4207.179199,4200
4209.230469,4217.436035,4195.897461,4202.05127,4230.769043,4197.436035,4197.436035,4198.461426,4220,4234.358887,4189.743652,4067.692139,4207.179199,4202.05127
4207.179199,4222.563965,4197.436035,4205.12793,4233.846191,4197.436035,4195.897461,4201.025391,4217.94873,4236.922852,4189.230469,4071.281982,4207.692383,4197.94873
4215.384277,4222.563965,4200.512695,4204.615234,4229.743652,4198.974121,4197.436035,4200.512695,4220,4229.743652,4189.743652,4072.820313,4207.692383,4196.922852
4223.589844,4215.897461,4201.025391,4202.05127,4226.153809,4199.487305,4197.94873,4200,4222.563965,4240,4190.769043,4071.281982,4206.153809,4200.512695
4222.05127,4215.384277,4198.461426,4201.025391,4229.743652,4199.487305,4196.410156,4199.487305,4224.615234,4249.743652,4189.743652,4068.717773,4203.589844,4199.487305
4213.846191,4216.410156,4197.436035,4201.025391,4230.769043,4197.436035,4195.897461,4195.897461,4224.615234,4233.333008,4188.717773,4066.153809,4203.07666,4197.436035
4212.307617,4213.846191,4201.025391,4202.05127,4223.589844,4195.897461,4196.922852,4195.384277,4218.461426,4228.205078,4189.230469,4066.666504,4199.487305,4199.487305
4215.384277,4217.94873,4198.461426,4201.025391,4221.538574,4196.922852,4195.897461,4199.487305,4217.94873,4245.641113,4190.769043,4068.717773,4200,4197.94873
4209.230469,4217.94873,4198.461426,4201.025391,4226.666504,4199.487305,4197.94873,4200.512695,4217.94873,4240.512695,4190.256348,4067.692139,4201.538574,4195.897461
4200,4223.07666,4197.94873,4197.94873,4231.794922,4197.436035,4195.384277,4197.436035,4218.461426,4231.794922,4188.717773,4066.153809,4205.12793,4196.922852
4193.846191,4210.256348,4201.538574,4198.461426,4229.743652,4198.461426,4197.436035,4196.410156,4213.333008,4221.025391,4188.205078,4068.205078,4203.589844,4196.922852
4198.974121,4213.333008,4193.333008,4197.94873,4226.666504,4196.922852,4198.974121,4197.436035,4215.384277,4221.538574,4190.256348,4066.666504,4205.12793,4195.384277
4217.436035,4240,4196.410156,4200.512695,4235.384277,4201.025391,4200,4201.025391,4227.179199,4244.615234,4192.820313,4065.640869,4210.769043,4197.436035
4236.410156,4291.794922,4197.94873,4198.974121,4252.307617,4200,4191.794922,4201.538574,4245.641113,4274.358887,4192.307617,4066.153809,4222.05127,4195.897461
4243.589844,4305.12793,4198.461426,4200,4254.358887,4196.410156,4192.820313,4197.436035,4249.743652,4271.794922,4190.769043,4062.05127,4225.641113,4193.333008
4252.307617,4305.12793,4188.717773,4196.410156,4255.897461,4193.846191,4194.358887,4194.358887,4253.846191,4272.307617,4190.769043,4057.94873,4224.102539,4193.333008
4258.461426,4308.205078,4192.307617,4196.410156,4263.589844,4196.410156,4192.307617,4196.410156,4258.974121,4286.666504,4190.769043,4060,4221.538574,4192.307617
4254.871582,4322.05127,4191.794922,4194.358887,4265.641113,4193.333008,4185.641113,4194.358887,4263.07666,4288.717773,4188.205078,4056.923096,4224.615234,4185.12793
4249.230469,4328.205078,4190.769043,4192.820313,4260.512695,4192.307617,4188.205078,4188.717773,4265.641113,4278.974121,4184.615234,4051.281982,4226.666504,4181.538574
4258.974121,4342.563965,4186.666504,4191.281738,4265.12793,4192.820313,4188.717773,4188.717773,4273.846191,4297.436035,4184.102539,4049.230713,4229.230469,4181.025391
4271.281738,4338.461426,4186.153809,4192.820313,4272.307617,4194.358887,4186.666504,4191.794922,4271.794922,4310.256348,4184.102539,4050.256348,4230.769043,4182.563965
4275.384277,4333.846191,4184.615234,4191.794922,4271.281738,4193.333008,4184.102539,4191.281738,4268.205078,4292.820313,4182.563965,4048.717773,4230.769043,4180
4270.769043,4337.94873,4185.12793,4189.743652,4269.230469,4190.256348,4185.641113,4189.743652,4271.281738,4288.205078,4185.641113,4049.230713,4231.794922,4178.461426
4265.641113,4329.743652,4185.641113,4187.692383,4270.256348,4190.769043,4189.743652,4191.281738,4271.794922,4296.410156,4187.179199,4050.769043,4229.743652,4178.974121
4266.153809,4320.512695,4187.179199,4188.205078,4270.769043,4192.820313,4188.205078,4191.281738,4270.256348,4291.794922,4188.205078,4055.384521,4229.743652,4182.563965
4263.589844,4312.820313,4192.307617,4194.871582,4266.153809,4196.922852,4191.281738,4192.820313,4267.179199,4291.281738,4191.281738,4061.53833,4230.769043,4188.205078
4259.487305,4300.512695,4190.256348,4197.94873,4262.563965,4198.461426,4197.94873,4197.94873,4264.102539,4301.025391,4194.871582,4067.692139,4230.769043,4193.846191
4255.897461,4294.358887,4195.384277,4200,4261.025391,4198.974121,4199.487305,4199.487305,4260,4291.794922,4192.307617,4073.333252,4225.641113,4197.436035
4256.922852,4302.05127,4198.461426,4201.538574,4260,4198.461426,4193.846191,4199.487305,4260.512695,4278.461426,4192.307617,4077.94873,4225.641113,4198.461426
4256.410156,4279.487305,4203.07666,4205.12793,4256.410156,4202.563965,4200,4198.974121,4252.307617,4261.538574,4191.794922,4079.487061,4222.05127,4200
4253.333008,4268.717773,4197.94873,4200,4253.846191,4201.025391,4200.512695,4200.512695,4248.717773,4261.025391,4190.256348,4076.410156,4219.487305,4201.538574
4248.717773,4266.153809,4201.025391,4200.512695,4251.794922,4201.538574,4196.410156,4200,4245.641113,4266.153809,4191.794922,4074.358887,4217.436035,4201.538574
4249.743652,4276.410156,4198.974121,4200.512695,4256.410156,4200,4194.358887,4199.487305,4246.153809,4270.256348,4192.820313,4074.871582,4218.974121,4198.974121
4249.230469,4279.487305,4202.563965,4202.05127,4257.94873,4199.487305,4198.974121,4199.487305,4251.794922,4271.794922,4191.794922,4075.897217,4218.461426,4200
4245.641113,4288.717773,4197.94873,4199.487305,4256.922852,4197.94873,4196.410156,4200.512695,4256.922852,4280,4191.281738,4075.384521,4222.563965,4200.512695
4237.94873,4286.153809,4198.461426,4200.512695,4255.897461,4200.512695,4197.94873,4201.025391,4244.102539,4267.179199,4193.333008,4074.871582,4220.512695,4199.487305
4237.436035,4297.436035,4196.922852,4197.94873,4256.410156,4198.461426,4197.436035,4201.025391,4244.615234,4257.94873,4193.333008,4075.897217,4221.538574,4196.922852
4245.641113,4302.563965,4200.512695,4198.461426,4257.436035,4198.461426,4197.436035,4202.05127,4258.461426,4268.717773,4192.820313,4080,4227.179199,4199.487305
4260.512695,4317.94873,4198.974121,4198.974121,4268.205078,4199.487305,4195.897461,4200.512695,4269.743652,4289.743652,4194.871582,4080,4230.769043,4200.512695
4265.641113,4338.974121,4198.974121,4198.974121,4277.436035,4201.538574,4197.94873,4201.025391,4278.461426,4294.871582,4197.436035,4079.487061,4232.307617,4199.487305
4267.179199,4347.179199,4198.461426,4199.487305,4274.358887,4202.05127,4198.974121,4201.025391,4282.563965,4285.12793,4195.384277,4078.974365,4234.871582,4197.436035
4272.307617,4337.94873,4199.487305,4201.538574,4271.794922,4201.025391,4196.922852,4199.487305,4276.922852,4291.794922,4191.281738,4080.512695,4236.410156,4198.974121
4272.307617,4322.563965,4201.025391,4201.538574,4270.769043,4199.487305,4196.410156,4200,4273.846191,4304.615234,4189.230469,4078.974365,4231.794922,4199.487305
4260,4313.333008,4197.436035,4199.487305,4267.179199,4200,4196.922852,4197.94873,4273.846191,4289.743652,4191.794922,4079.487061,4228.205078,4196.922852
4248.205078,4308.717773,4198.974121,4201.025391,4264.102539,4202.563965,4197.436035,4195.897461,4267.692383,4269.230469,4194.358887,4080.512695,4227.179199,4195.897461
4246.153809,4307.692383,4200,4200,4265.12793,4198.461426,4195.384277,4199.487305,4269.743652,4283.07666,4192.820313,4080.512695,4231.281738,4200
4238.974121,4297.94873,4202.563965,4201.025391,4263.589844,4198.974121,4200,4201.025391,4263.589844,4285.12793,4188.717773,4081.025635,4228.717773,4201.538574
4233.846191,4305.641113,4196.922852,4197.94873,4261.025391,4201.538574,4199.487305,4198.974121,4254.871582,4271.281738,4190.256348,4082.563965,4226.153809,4200
4245.12793,4301.538574,4203.07666,4201.025391,4261.538574,4202.563965,4198.974121,4200,4261.538574,4272.820313,4192.820313,4082.563965,4227.179199,4199.487305
4258.461426,4310.256348,4203.589844,4200.512695,4268.717773,4196.922852,4195.384277,4201.025391,4277.436035,4294.871582,4193.333008,4080.512695,4231.794922,4197.436035
4256.410156,4322.05127,4204.102539,4202.563965,4269.230469,4199.487305,4197.94873,4198.974121,4272.307617,4292.820313,4192.307617,4080.512695,4231.794922,4197.436035
4260.512695,4337.94873,4196.410156,4200,4267.179199,4201.025391,4195.384277,4199.487305,4272.820313,4278.974121,4192.307617,4082.563965,4237.94873,4197.436035
4257.436035,4311.281738,4201.025391,4200,4267.179199,4200,4197.94873,4200,4275.897461,4277.94873,4190.769043,4086.153809,4234.358887,4198.461426
4238.461426,4281.025391,4200,4199.487305,4263.589844,4196.410156,4198.461426,4200,4264.102539,4277.436035,4188.205078,4082.563965,4222.05127,4198.461426
4226.153809,4270.256348,4200.512695,4202.05127,4253.333008,4200.512695,4199.487305,4201.025391,4248.717773,4249.743652,4188.717773,4080,4220,4199.487305
4234.358887,4279.487305,4197.436035,4200.512695,4254.871582,4201.538574,4197.436035,4201.025391,4258.461426,4248.717773,4192.307617,4082.563965,4228.717773,4197.436035
4239.487305,4270.769043,4200,4199.487305,4259.487305,4200,4199.487305,4200.512695,4262.563965,4271.794922,4192.820313,4086.153809,4224.102539,4197.94873
